광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
동문건설 브랜드 PR : 모범택시2편,2023-02-08,15.0,"건설,건재및부동산",건설,건설,동문건설(주),(주)이노션,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836992H01_1_23-TH-02-137,15.02
월트디즈니컴퍼니코리아 앤트맨과 와스프 퀀텀매니아 : 아이맥스 대개봉편,2023-02-08,30.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836984H01_1_23-TH-02-131,30.03
미디어캐슬 스즈메의 문단속 : 대개봉편,2023-02-08,15.0,서비스,문화및공연,영화,미디어캐슬,(주)에이치에스애드,하하하 필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837011H01_1_23-HC-02-019,15.02
디즈니플러스 : 카지노 시즌2편,2023-02-08,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836989H01_1_23-TX-02-003,15.02
그린피스 후원 : 산불편,2023-02-08,60.0,관공서및단체,단체,민간단체,그린피스,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837020H01_1_23-HC-02-021,60.06
전라남도청 : 가뭄극복을 위한 물 절약 캠페인편,2023-02-08,30.0,관공서및단체,중앙및지방관공서,지방자치단체,전라남도청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836990H01_1_23-HC-02-016,30.03
삼성전자 SKT 갤럭시 S23 : 최고의 만남편,2023-02-08,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837053H01_1_23-TH-02-146,30.03
게스홀딩스코리아 Guess 스프링 스타일 : 수지편,2023-02-08,15.0,패션,캐주얼의류,캐주얼웨어,게스홀딩스코리아유한회사,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836995H01_1_23-TH-02-135,15.02
월트디즈니컴퍼니코리아 앤트맨과 와스프 퀀텀매니아 : 2월 15일 아이맥스 대개봉편,2023-02-08,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836986H01_1_23-TH-02-132,15.02
맥도날드 더블 쿼터파운더 치즈 버거 : 고기 맛은 두께다! 인정편,2023-02-08,15.0,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드유한회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836987H01_1_23-TX-02-002,15.02
단양군청 지자체 홍보 : 오랫동안 기억될 단양편,2023-02-08,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,단양군청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836991H01_1_23-HC-02-017,30.03
코리아테크 가히 : 당신과 함께 만드는 PPL편,2023-02-08,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)코리아테크,(주)어지니스,코리아테크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837014H01_1_23-TH-02-145,15.02
게스홀딩스코리아 : 게스 : 23 S/S SPRING STYLE REFRESH 송강편,2023-02-08,15.0,패션,캐주얼의류,캐주얼웨어,게스홀딩스코리아유한회사,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836993H01_1_23-TH-02-136,15.02
화성시청 지자체 홍보 : 내 삶을 바꾸는 희망 화성편,2023-02-08,20.0,관공서및단체,중앙및지방관공서,지방자치단체,화성시청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837019H01_1_23-HC-02-020,20.02
빅데이터 혁신공유대학 : 전공을 넘어 대학의 벽을 허무는 새로운 교육무대편,2023-02-08,30.0,교육및복지후생,교육기관,교육기관기타,빅데이터 혁신공유대학,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837008H01_1_23-HC-02-018,30.03
코웨이 icon 정수기2 : 좋아졌네편,2023-02-07,15.0,가정용품,주방용품,정수기,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860958H01_1_24-TH-07-895,15.02
한국지엠 쉐보레 : 비셰비편,2023-02-07,30.0,그룹및기업광고,기타광고,기타기업PR,한국지엠 주식회사,(주)캐러트코리아,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836957H01_1_23-TH-02-112,30.03
삼성전자 세일페스타 : 미니멀편,2023-02-07,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,삼성전자(주),,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836967H01_1_23-HC-02-014,15.02
삼성화재해상보험 삼성화재 다이렉트 착 자동차보험 : 언제나지편,2023-02-07,15.0,"금융,보험및증권",금융및보험,손해보험,삼성화재해상보험(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836980H01_1_23-TH-02-128,15.02
코웨이 icon정수기2 : 관리편,2023-02-07,15.0,가정용품,주방용품,정수기,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/863940H01_1_24-TH-09-980,15.02
에스케이텔레콤 SKT 갤럭시S 23 : 최고의 만남편,2023-02-07,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836983H01_1_23-TH-02-129,30.03
삼성전자 세일페스타 : 싱글편,2023-02-07,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,삼성전자(주),,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/868200H01_1_25-TH-01-468,15.02
엘지유플러스 유플러스 갤럭시 S23 : 갤럭시라이프편,2023-02-07,30.0,서비스,서비스기타,서비스기타,(주)엘지유플러스,(주)에이치에스애드,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836953H01_1_23-TH-02-110,30.03
에스케이브로드밴드 SKB 기가인터넷 : 기가하면편,2023-02-07,30.0,컴퓨터및정보통신,통신망,인터넷통신망,에스케이브로드밴드주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836960H01_1_23-TH-02-113,30.03
삼성전자 세일페스타 : 종합편,2023-02-07,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,삼성전자(주),,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836964H01_1_23-HC-02-011,30.03
벡스코 드론쇼코리아 : 모든 것편,2023-02-07,30.0,서비스,서비스기타,서비스기타,벡스코,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836963H01_1_23-HC-02-010,30.03
삼성화재해상보험 삼성화재 다이렉트 착 자동차보험 : 돌아올텐데편,2023-02-07,15.0,"금융,보험및증권",금융및보험,손해보험,삼성화재해상보험(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836981H01_1_23-TH-02-127,15.02
폭스바겐그룹코리아 투아렉 :  사전계약편,2023-02-07,30.0,수송기기,수입자동차,수입자동차기타,폭스바겐그룹코리아 주식회사,옴니콤미디어그룹코리아 주식회사,엠허브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837221H01_1_23-TH-02-291,30.03
엘지유플러스 유플러스 갤럭시S23 : 유플덕에편,2023-02-07,30.0,서비스,서비스기타,서비스기타,(주)엘지유플러스,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836954H01_1_23-TH-02-109,30.03
폭스바겐그룹코리아 투아렉 :  사전계약편,2023-02-07,15.0,수송기기,수입자동차,수입자동차기타,폭스바겐그룹코리아 주식회사,옴니콤미디어그룹코리아 주식회사,엠허브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837221H01_1_23-TH-02-291,30.03
코리아테트 가희 한겹크림 : 딱편,2023-02-07,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)코리아테크,(주)어지니스,장화신은고양이,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836969H01_1_23-TH-02-116,15.02
케이티 KT 갤럭시S23 : KT로 강인하게편,2023-02-07,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,러브앤드머니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837092H01_1_23-TH-02-197,30.03
미디어윌벼룩시장사업본부 벼룩시장 : 대표답네편,2023-02-07,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)미디어윌벼룩시장사업본부,(주)디렉터스컴퍼니,디렉터스컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836956H01_1_23-TH-02-108,15.02
삼성전자 세일페스타 : 대가족편,2023-02-07,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,삼성전자(주),,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836966H01_1_23-HC-02-013,15.02
이에프코리아 김영주 제주 : 없습니다편,2023-02-07,60.0,패션,패션기타,패션기타,주식회사 이에프코리아,주식회사 제주아이원,(주)제주아이원,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836971H01_1_23-TH-02-124,60.06
럭시플로라 바이오 배칠수의 꽃배달 : 화원사모집편,2023-02-06,15.0,서비스,서비스기타,서비스기업PR,럭시플로라 바이오,(주)토크세븐,(주)토크세븐,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836915H01_1_23-TH-02-081,15.02
세이브더칠드런코리아 : 연우연희편,2023-02-06,60.0,관공서및단체,단체,민간단체,사회복지법인 세이브더칠드런코리아,(주)미쓰윤,세이브더칠드런,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836931H01_1_23-TH-02-088,60.06
월트디즈니컴퍼니코리아 사랑이라말해요 : 2월 단독공개,2023-02-06,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),(주)스튜디오티씨지,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836909H01_1_23-TH-02-073,15.02
명인제약 이가탄 : 약속편,2023-02-06,15.0,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836944H01_1_23-TH-02-097,15.02
케이티 KT 갤럭시S23 : KT로 강인하게편,2023-02-06,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,러브앤드머니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837092H01_1_23-TH-02-197,30.03
종근당건강 스템벨 : 박주미편,2023-02-06,30.0,화장품및보건용품,여성기초화장품,여성기초화장품기타,종근당건강(주),(주)벨커뮤니케이션즈,애시드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/841955H01_1_23-TH-05-861,30.03
이에프코리아 김영주 본사초청 사계절상품 총정리 : 판매합니다편,2023-02-06,30.0,패션,패션기타,패션기타,주식회사 이에프코리아,주식회사 제주아이원,(주)제주아이원,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836933H01_1_23-TH-02-090,30.03
종근당건강 스템벨 : 피부의 답편,2023-02-06,30.0,화장품및보건용품,여성기초화장품,여성기초화장품기타,종근당건강(주),(주)벨커뮤니케이션즈,애시드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836916H01_1_23-TH-02-083,30.03
특허청 UAE 지재권협력 : 지식재산 한류열풍편,2023-02-06,30.0,관공서및단체,중앙및지방관공서,중앙관공서,특허청,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836911H01_1_23-HC-02-008,30.03
명인제약 이가탄 : 약속편,2023-02-06,15.0,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836944H01_1_23-TH-02-097,15.02
엘지유플러스 유플러스 갤럭시S23 : 유플덕에편,2023-02-06,30.0,서비스,서비스기타,서비스기타,(주)엘지유플러스,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836954H01_1_23-TH-02-109,30.03
명인제약 이가탄 : 약속편,2023-02-06,20.0,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836944H01_1_23-TH-02-097,15.02
명인제약 이가탄 : 약속편,2023-02-06,20.0,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836944H01_1_23-TH-02-097,15.02
종근당 벤포벨S : 길편,2023-02-06,15.0,제약및의료,대사성의약,비타민제,(주)종근당,(주)벨커뮤니케이션즈,(주)벨커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860716H01_1_24-TH-07-710,15.02
케이티 KT 갤럭시S23 : KT로 강인하게편,2023-02-06,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,러브앤드머니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837092H01_1_23-TH-02-197,30.03
아웃백스테이크하우스 좋은 기억의 순간 : 봄편,2023-02-06,15.0,서비스,음식및숙박,훼미리레스토랑,(유)아웃백스테이크하우스코리아,(주)한컴,한컴,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836947H01_1_23-TH-02-101,15.02
케이티 갤럭시S23 : 강인하게편,2023-02-06,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,러브앤드머니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837707H01_1_23-TH-02-664,30.03
명인제약 이가탄 : 약속편,2023-02-06,15.0,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836944H01_1_23-TH-02-097,15.02
엘지유플러스 갤럭시S23  : 유덕편,2023-02-06,30.0,서비스,서비스기타,서비스기타,(주)엘지유플러스,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836946H01_1_23-TH-02-100,30.03
케이티 갤럭시S23 : 강인하게편,2023-02-06,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,러브앤드머니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837707H01_1_23-TH-02-664,30.03
이에프코리아 해운동블랙야크 : 총정리전편,2023-02-06,30.0,패션,패션기타,패션기타,주식회사 이에프코리아,주식회사 제주아이원,(주)제주아이원,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836935H01_1_23-TH-02-089,30.03
파라소닉코리아 리얼프로 : 완벽한하루편,2023-02-06,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,파나소닉코리아주식회사,(주)덴츠엑스,타이거밤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836948H01_1_23-TH-02-102,15.02
에스케이텔레콤 갤럭시S23 : KISS편,2023-02-06,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836938H01_1_23-TH-02-092,30.03
한국디지털방송 킹엠알오 : 산업재용품백화점편,2023-02-06,20.0,유통,유통기타,유통기타,(주)한국디지털방송,(주)한국디지털방송,(주)한국디지털방송,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836917H01_1_23-TH-02-080,20.02
명인제약 이가탄 : 약속편,2023-02-06,15.0,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836944H01_1_23-TH-02-097,15.02
유가네한우곰탕 : 가맹문의편,2023-02-04,15.0,서비스,음식및숙박,기타프랜차이즈점,유가네한우곰탕,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836910H01_1_23-HC-02-007,15.02
아이비젼 미니브랜드 토이 시즌3편,2023-02-03,15.0,유통,"소형,소매유통","소형,소매유통기타",아이비젼,직거래,(주)재능방송,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836870H01_1_23-TH-02-043,15.02
거송 더캠퍼스 이지움 : 분양문의편,2023-02-03,20.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타,유한회사 거송,(주)필애드,(주)이모션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837301H01_1_23-TH-02-344,20.02
상주시청 군사시설 통합이전 유치 : 상주가 딱이군,2023-02-03,30.0,관공서및단체,중앙및지방관공서,지방자치단체,상주시청,한국언론진흥재단,한국언론진흥재단,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836872H01_1_23-TH-02-041,30.03
코리아테크 가히 : 주방편,2023-02-03,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)코리아테크,(주)어지니스,코리아테크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836875H01_1_23-TH-02-056,15.02
종근당 벤포벨S : 카페편,2023-02-03,15.0,제약및의료,대사성의약,비타민제,(주)종근당,(주)벨커뮤니케이션즈,(주)벨커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860717H01_1_24-TH-07-711,15.02
"신안군산림조합 나무, 꽃 직매장 홍보",2023-02-03,20.0,유통,유통기타,유통기타,신안군산림조합,(주)나라미디어,나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836904H01_1_23-TH-02-072,20.02
국제라이온스협회355-A부산 : 함께 합니다편,2023-02-03,30.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타,국제라이온스협회355-A부산,(주)애드맥스,애드맥스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836897H01_1_23-TH-02-064,30.03
코리아테크 가히화장품 홍보 : PPL편,2023-02-03,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)코리아테크,(주)어지니스,코리아테크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836887H01_1_23-TH-02-055,15.02
프롬바이오코스메틱 매스티나 바쿠치올 앰플 : 전격 동안케어편,2023-02-03,15.0,화장품및보건용품,여성기초화장품,여성기초화장품기타,프롬바이오코스메틱,주식회사 아이디어스트림,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836893H01_1_23-TH-02-061,15.02
코리아테크 가히 : 골목편,2023-02-03,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)코리아테크,(주)어지니스,코리아테크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836877H01_1_23-TH-02-054,15.02
한국펩시콜라 펩시 제로슈거 : 나도 원하는편,2023-02-03,15.0,음료및기호식품,비알콜음료,콜라,한국펩시콜라(주),그룹엠코리아 주식회사,(주)어썸커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836901H01_1_23-TH-02-069,15.02
케이티 KT 프리미엄 가족결합 : 시니어 수정편,2023-02-03,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,그리고 꿈꾸다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837066H01_1_23-TH-02-184,30.03
레시피 메디올 : 청정편,2023-02-03,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스",레시피주식회사,레시피 주식회사,루킷플랜앤필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836896H01_1_23-TH-02-060,15.02
비앤비대리점 철수상품 브랜드 총결산 :  홈씨씨인테리어 울산점편,2023-02-03,30.0,패션,패션기타,패션기타,(주)비앤비,(주)팝콘커뮤니케이션,팝콘커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836885H01_1_23-TH-02-047,30.03
국립부산국악원 무용단정기공연 : 강강편,2023-02-03,20.0,관공서및단체,중앙및지방관공서,중앙관공서,국립부산국악원,한국언론진흥재단,국립부산국악원,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836881H01_1_23-TH-02-057,20.02
종근당 벤포벨S : 길편,2023-02-03,15.0,제약및의료,대사성의약,비타민제,(주)종근당,(주)벨커뮤니케이션즈,(주)벨커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860716H01_1_24-TH-07-710,15.02
성심정보직업전문학교 국비 취업생 모집 중편,2023-02-03,20.0,교육및복지후생,교육기관,기술및자격학원,성심정보직업전문학교,애드엔피플,(주)애드엔피플,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836894H01_1_23-TH-02-059,20.02
케이티 KT 프리미엄 가족결합 : 시니어편,2023-02-03,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,그리고 꿈꾸다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836899H01_1_23-TH-02-068,30.03
성남시청 고독사 제로 : 더욱 행복하게편,2023-02-03,30.0,관공서및단체,중앙및지방관공서,지방자치단체,성남시청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836868H01_1_23-HC-02-005,30.03
국제라이온스협회355-A부산 : 함께 합니다편,2023-02-03,20.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타,국제라이온스협회355-A부산,(주)애드맥스,애드맥스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836897H01_1_23-TH-02-064,30.03
케이티 KT 프리미엄 가족결합 : 청소년편,2023-02-03,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,그리고 꿈꾸다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837065H01_1_23-TH-02-183,30.03
그린피스 후원 : 산불편,2023-02-03,60.0,관공서및단체,단체,민간단체,그린피스,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837020H01_1_23-HC-02-021,60.06
프롬바이오코스메틱 매스틱6아워스앰플 : 대폭발편,2023-02-03,15.0,화장품및보건용품,여성기초화장품,여성기초화장품기타,프롬바이오코스메틱,주식회사 아이디어스트림,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836895H01_1_23-TH-02-062,15.02
케이티 KT 프리미엄 가족결합 : 청소년F,2023-02-03,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,그리고 꿈꾸다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837065H01_1_23-TH-02-183,30.03
홍시 대구국제섬유박람회 : 초대합니다편,2023-02-03,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",홍시,(주)서현애드,프로덕션 모던,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836873H01_1_23-TH-02-046,20.02
한국펩시콜라 펩시 제로슈거 : 나도 원하는편,2023-02-03,30.0,음료및기호식품,비알콜음료,콜라,한국펩시콜라(주),그룹엠코리아 주식회사,(주)어썸커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836901H01_1_23-TH-02-069,15.02
사계 겨울상품 최종마감전 : 한달간의 가격혁명편,2023-02-03,30.0,패션,패션기타,패션기타,주식회사 사계,(주)팝콘커뮤니케이션,팝콘커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836869H01_1_23-TH-02-045,30.03
광주 우수중소기업 농특산품 박람회 : 상생한마당,2023-02-02,30.0,유통,유통기타,유통기타,돌발영상,(주)믿음컴퍼니,(주)믿음컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836833H01_1_23-TH-02-017,30.03
원앤원 코코 : 또 줘편,2023-02-02,20.0,가정용품,완구류,일반완구,(주)원앤원,대원방송,(주)영상네트워크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836824H01_1_23-TH-02-012,20.02
울산중구청_관광홍보 : 대왕암공원편,2023-02-02,30.0,관공서및단체,중앙및지방관공서,지방자치단체,울산중구청,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836818H01_1_23-HC-02-003,30.03
현대자동차 캐스퍼 디에센셜 : 세일 페스타편,2023-02-02,30.0,수송기기,승용자동차,경승용차,현대자동차(주),(주)이노션,스튜디오윌슨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836810H01_1_23-TH-02-002,30.03
흙 흙표흙침대 : 아침이 다른 침대편,2023-02-02,15.0,가정용품,가구류,침대,(주)흙,씽크플래닛(주),씽크플래닛(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/851135H01_1_23-TJ-11-185,15.02
유니레버코리아 바세린 : 바디로션 런닝편,2023-02-02,15.0,화장품및보건용품,가정용화장품,가정용기초화장품,유니레버코리아(주),(주)하쿠호도제일,하쿠호도제일,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836860H01_1_23-TH-02-035,15.02
헤븐번즈레드 : 지금 바로 다운로드,2023-02-02,15.0,컴퓨터및정보통신,컴퓨터게임,모바일게임,(주)하쿠호도제일,(주)하쿠호도제일,하쿠호도제일,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836808H01_1_23-TH-02-006,15.02
한국지엠 쉐보레 브랜드캠페인,2023-02-02,15.0,그룹및기업광고,기타광고,기타기업PR,한국지엠 주식회사,(주)캐러트코리아,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836957H01_1_23-TH-02-112,30.03
원앤원 완구 : 코코 3종편,2023-02-02,15.0,가정용품,완구류,일반완구,(주)원앤원,대원방송,(주)영상네트워크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836820H01_1_23-TH-02-013,15.02
한국지엠 쉐보레 브랜드캠페인,2023-02-02,30.0,그룹및기업광고,기타광고,기타기업PR,한국지엠 주식회사,(주)캐러트코리아,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836957H01_1_23-TH-02-112,30.03
영동군청 영동 세계 국악엑스포 유치 기원편,2023-02-02,20.0,서비스,문화및공연,지역 및 문화축제,영동군청,한국언론진흥재단,(주)에포크미디어코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836825H01_1_23-TH-02-023,20.02
한국지엠 쉐보레 브랜드캠페인 : 어반피어편,2023-02-02,15.0,그룹및기업광고,기타광고,기타기업PR,한국지엠 주식회사,(주)캐러트코리아,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836815H01_1_23-TH-02-010,15.02
삼성전자 갤럭시S23 : BOOOM편,2023-02-02,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/837815H01_1_23-TH-03-015,15.02
영실업 콩순이 : 동화로 배우는 코딩컴퓨터,2023-02-02,15.0,가정용품,완구류,완구류기타,주식회사 영실업,(주)엠허브,주식회사 플라비드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836812H01_1_23-TH-02-007,15.02
엘지전자 LG 프라엘 더마쎄라 : PERFECTING편,2023-02-02,15.0,가정용전기전자,가사용전기전자,전기이미용기기,엘지전자(주),(주)에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/836832H01_1_23-TH-02-021,15.02
