광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
부산광역시 2030부산세계박람회 : 부산에 유치해편,2023-11-02,30.0,관공서및단체,중앙및지방관공서,중앙및지방관공서기타,부산광역시,한국언론진흥재단,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849560H01_1_23-TH-11-101,30.03
아이더 스테롤 다운 : 그보다 더편,2023-11-02,15.0,패션,패션기타,패션기타,주식회사 아이더(EIDER),주식회사 에이치에스애드,TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849619H01_1_23-TH-11-132,15.02
신세계이마트공동 쓱데이 : 쓱데이에 탑승하라편,2023-11-02,30.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849546H01_1_23-TH-11-082,30.03
씨제이이엔엠 알리익스프레스 : 광군제편,2023-11-02,15.0,유통,특수유통,전자상거래,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849567H01_1_23-TH-11-088,15.02
화성시의회 PR : 언제나 자연편,2023-11-02,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,화성시의회,(주)연합뉴스티브이,(주)연합뉴스티브이,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849574H01_1_23-TH-11-098,30.03
오뚜기 X.O.만두 : 속을 꽉편,2023-11-02,15.0,식품,대용식품,만두,(주)오뚜기,(주)애드리치,(주)애드리치,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849559H01_1_23-TH-11-099,15.02
"한국프랜차이즈산업협회 부산,울산,경남지회 : 프랜차이즈창업박람회 : 부산편",2023-11-02,20.0,관공서및단체,단체,단체기타,"사단법인 한국프랜차이즈산업협회 부산,울산,경남지회",주식회사보이소,주식회사 보이소,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849569H01_1_23-TH-11-102,20.02
아르떼미디어 다모인팩토리아울렛 : 클래스가 다르다편,2023-11-02,30.0,기초재,농축수산기초재,종묘,아르떼미디어(Arte media),(주)서현애드,서현애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849631H01_1_23-TH-11-142,30.03
아르떼미디어 나이키폐점상품정리 : 익산편,2023-11-02,30.0,유통,유통기타,유통기타,아르떼미디어(Arte media),(주)서현애드,서현애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849558H01_1_23-TH-11-105,30.03
앱솔루트밸류 레드좀앰플 : 동안비밀편,2023-11-02,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,주식회사 앱솔루트밸류,(주)타이타늄22,타이타늄22,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849547H01_1_23-TH-11-084,15.02
세이브더칠드런코리아 정기후원 : 분쟁지역 아동편,2023-11-02,30.0,관공서및단체,단체,단체기타,사회복지법인 세이브더칠드런코리아,(주)미쓰윤,세이브더칠드런,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849572H01_1_23-TH-11-103,30.03
휠라 밀라노다운 : 거인편,2023-11-02,15.0,패션,캐주얼의류,캐주얼웨어,휠라코리아 주식회사,미디어브랜즈코리아 주식회사,(주)매트프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849557H01_1_23-TH-11-109,15.02
매스티나 매스틱 6 아워스 앰플 : 광속케어편,2023-11-02,15.0,화장품및보건용품,여성기초화장품,여성기초화장품기타,아이원미디어,(주)에스비에스엠앤씨,아이원미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849570H01_1_23-TH-11-107,15.02
안전보건공단 안전캠페인 : 안전원팀편,2023-11-02,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,안전보건공단,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849623H01_1_23-HC-11-012,40.04
아이더(EIDER) 아이더 스테롤다운 : 또 한 번편,2023-11-02,15.0,패션,패션기타,패션기타,주식회사 아이더(EIDER),주식회사 에이치에스애드,TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849545H01_1_23-TH-11-081,15.02
새마을금고중앙회 MG새마을금고 : 멈추지 않겠습니다 수정편,2023-11-02,15.0,"금융,보험및증권",금융및보험,은행,새마을금고중앙회,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849634H01_1_23-TH-11-141,15.02
수원시청 뷰티페스타 : 원한다면편,2023-11-02,30.0,관공서및단체,중앙및지방관공서,지방자치단체,수원시청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849625H01_1_23-HC-11-010,30.03
미미월드 푸쉬푸쉬뽀로로풍선만들기 : 만들어요편,2023-11-02,15.0,가정용품,완구류,일반완구,(주)미미월드,(주)와우매니지먼트그룹,(주)스마일드림픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849633H01_1_23-TH-11-137,15.02
엘지전자 LG DIOS 김치톡톡 : 톡톡히편,2023-11-02,45.0,가정용전기전자,주방용전기전자,냉장고,엘지전자(주),(주)에이치에스애드,브라이언에잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/850317H01_1_23-TH-11-638,30.03
월트디즈니컴퍼니코리아 더마블스 : 절찬 상영중편,2023-11-02,30.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849994H01_1_23-TH-11-404,30.03
씨제이이엔엠 알리익스프레스 광군제 : 어디서편,2023-11-02,15.0,유통,특수유통,전자상거래,(주)씨제이이엔엠,(주)디렉터스컴퍼니,(주)씨제이이엔엠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849636H01_1_23-TH-11-138,15.02
충청북도청 충청북도 홍보 : 중심에 서다편,2023-11-02,30.0,관공서및단체,중앙및지방관공서,지방자치단체,충청북도청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849624H01_1_23-HC-11-011,30.03
코스모스악기 : 50년편,2023-11-02,15.0,가정용품,"취미,레저용품","취미,레저용품기타",코스모스악기,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849579H01_1_23-HC-11-008,15.02
월트디즈니컴퍼니코리아 더마블스 : 절찬 상영중편,2023-11-02,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849994H01_1_23-TH-11-404,30.03
엘지유플러스 LGU+ 너get : 독립하자편,2023-11-02,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,(주)오리콤,오리콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849630H01_1_23-TH-11-143,15.02
삼성전자 무풍 시스템에어컨 인피니트라인 : 그 위에편,2023-11-02,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849643H01_1_23-TH-11-149,30.03
아르떼미디어 다모인팩토리아울렛 겨울방한의류 대방출 : 좋습니다편,2023-11-02,30.0,유통,유통기타,유통기타,아르떼미디어(Arte media),(주)서현애드,서현애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849568H01_1_23-TH-11-106,30.03
한국코카콜라 Coke X-Mas : 되어볼까요편,2023-11-02,30.0,음료및기호식품,비알콜음료,콜라,한국코카콜라유한회사,(주)캐러트코리아,오길비코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849827H01_1_23-TX-11-002,30.03
에스에이엠지엔터테인먼트 : 메탈카드봇편,2023-11-02,15.0,가정용품,완구류,일반완구,(주)에스에이엠지엔터테인먼트,(주)파인애드컴,프로덕션디젤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849562H01_1_23-TH-11-094,15.02
누가의료기 누가베스트 : 엔모션프로편,2023-11-02,15.0,제약및의료,의료기기,의료기기기타,(주)누가의료기,주식회사 아이디어스트림,아이디어스트림,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849620H01_1_23-TH-11-133,15.02
엘지전자 LG DIOS 김치톡톡 : 재료 본연의 맛을 톡톡히편,2023-11-02,30.0,가정용전기전자,주방용전기전자,냉장고,엘지전자(주),(주)에이치에스애드,브라이언에잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/850317H01_1_23-TH-11-638,30.03
우성건영 알펜시아에스테이트 : 홍보관 개관중편,2023-11-02,30.0,"건설,건재및부동산",건설,건설,우성건영,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849621H01_1_23-HC-11-009,30.03
"엘지유플러스 LGU+ : 너get,  런칭편",2023-11-02,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,(주)오리콤,오리콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849637H01_1_23-TH-11-146,15.02
코웨이 icon정수기2 : 공간편,2023-11-02,15.0,가정용품,주방용품,정수기,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/864035H01_1_24-TJ-09-051,15.02
우성리조트 알펜시아에스테이트 : 홍보관 개관중편,2023-11-02,30.0,"건설,건재및부동산",부동산임대및매매,주택임대및매매,(주)우성리조트,(주)로빈스앤컴퍼니,아이스께끼 필름프러덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849575H01_1_23-TH-11-100,30.03
엘지전자 LG DIOS 김치톡톡 : 재료 본연의 맛을 톡톡히편,2023-11-02,30.0,가정용전기전자,주방용전기전자,냉장고,엘지전자(주),(주)에이치에스애드,브라이언에잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/850317H01_1_23-TH-11-638,30.03
엘지전자 LG DIOS 김치톡톡 : 재료 본연의 맛을 톡톡히편,2023-11-02,45.0,가정용전기전자,주방용전기전자,냉장고,엘지전자(주),(주)에이치에스애드,브라이언에잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/850317H01_1_23-TH-11-638,30.03
엘지전자 LG DIOS 김치톡톡 : 재료 본연의 맛을 톡톡히편,2023-11-02,45.0,가정용전기전자,주방용전기전자,냉장고,엘지전자(주),(주)에이치에스애드,브라이언에잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/850317H01_1_23-TH-11-638,30.03
신세계이마트공동 쓱데이 : 쓱데이에 탑승하라편,2023-11-01,15.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849546H01_1_23-TH-11-082,30.03
경민산업 리버스난로 : 화목겸용편,2023-11-01,20.0,가정용품,난방기기,보일러,(주)연합뉴스티브이,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849397H01_1_23-HC-11-001,20.02
남인천중고등학교 : 2024학년도 신입생 모집편,2023-11-01,30.0,교육및복지후생,교육기관,초중고등학교,남인천중고등학교,(주)애드크루즈,(주)애드크루즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849417H01_1_23-TH-11-017,30.03
신세계이마트공동 쇼핑몰 : 쓱데이에 탑승하라편,2023-11-01,30.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849400H01_1_23-TH-11-005,30.03
장스푸드 60계치킨 : 크크크치킨편,2023-11-01,15.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/865286H01_1_24-TH-10-872,15.02
전라남도청 : K-SALT 천일염편,2023-11-01,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,전라남도청,전라남도청,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849440H01_1_23-HC-11-005,30.03
보령컨슈머헬스케어 겔포스엘 : 포스찢었다 갤포스편,2023-11-01,15.0,제약및의료,소화위장약,소화제,보령컨슈머헬스케어 주식회사,주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849507H01_1_23-TH-11-040,15.02
멕시카나 멕시카나치킨 : 치토스치킨 본편(34주년),2023-11-01,30.0,식품,식품기타,식품제품종합,(주)멕시카나,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849416H01_1_23-TH-11-015,30.03
롯데렌터카 마이카 : 운전자편,2023-11-01,30.0,서비스,물품임대,운송장비임대,롯데렌탈(주),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/850186H01_1_23-TH-11-547,15.02
PepsiCo 게토레이 : 손흥민편,2023-11-01,30.0,음료및기호식품,비알콜음료,스포츠음료,PepsiCo Inc.,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849533H01_1_23-TH-11-065,30.03
뉴트리 관절콜라겐 : 관절연골편,2023-11-01,15.0,식품,건강식품,건강식품기타,(주)뉴트리,(주)이노레드,앨리스퀘어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849422H01_1_23-TH-11-011,15.02
호텔스컴바인드코리아 호텔스컴바인 : 최저가는 컴바인싸편,2023-11-01,15.0,서비스,음식및숙박,음식및숙박기타,호텔스컴바인드코리아,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849423H01_1_23-TH-11-035,15.02
멕시카나 멕시카나치킨 : 치토스치킨 본편(34주년),2023-11-01,30.0,식품,식품기타,식품제품종합,(주)멕시카나,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849416H01_1_23-TH-11-015,30.03
신세계이마트공동 쇼핑몰 : 쓱데이에 탑승하라편,2023-11-01,30.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849400H01_1_23-TH-11-005,30.03
한방산업 흙침대소파 : 이상벽편,2023-11-01,15.0,가정용품,가구류,침대,한방산업,(주)럭키프로덕션,미드나잇 프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849407H01_1_23-TH-11-034,15.02
멕시카나 멕시카나치킨 : 치토스치킨 본편(34주년),2023-11-01,15.0,식품,식품기타,식품제품종합,(주)멕시카나,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849416H01_1_23-TH-11-015,30.03
아르떼미디어 쇼핑몰 : 청주 하나로클럽 스포츠대전편,2023-11-01,30.0,유통,유통기타,유통기타,아르떼미디어(Arte media),(주)서현애드,서현애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849415H01_1_23-TH-11-020,30.03
보령시청 관광홍보 : 핫플콕콕편,2023-11-01,30.0,관공서및단체,중앙및지방관공서,지방자치단체,보령시청,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849441H01_1_23-HC-11-004,30.03
신세계이마트공동 쓱데이 : 쓱데이에 탑승하라편,2023-11-01,30.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849546H01_1_23-TH-11-082,30.03
장스푸드 크크크콤보 : ASMR편,2023-11-01,30.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849424H01_1_23-TH-11-026,30.03
오뚜기 X.O.만두 : 엄마의 속마음편,2023-11-01,30.0,식품,대용식품,만두,(주)오뚜기,(주)애드리치,(주)애드리치,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/855064H01_1_24-TH-03-580,30.03
바이옴액티베이트 레드좀앰플 : 동안 비밀편,2023-11-01,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,주식회사 앱솔루트밸류,(주)타이타늄22,타이타늄22,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849547H01_1_23-TH-11-084,15.02
블루클럽 PR : 3代의 행복편,2023-11-01,15.0,서비스,개인서비스,이용및미용,블루클럽,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849439H01_1_23-HC-11-003,15.02
경남대학교 신입생 모집 : 2024년 전기 대학원편,2023-11-01,20.0,교육및복지후생,교육기관,대학대학원,경남대학교,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849537H01_1_23-HC-11-007,20.02
신세계이마트공동 쓱데이 : 쓱데이에 탑승하라편,2023-11-01,30.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849546H01_1_23-TH-11-082,30.03
PepsiCo 게토레이 : 새로운 캡사이즈편,2023-11-01,15.0,음료및기호식품,비알콜음료,스포츠음료,PepsiCo Inc.,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849532H01_1_23-TH-11-066,15.02
케이비손해보험 : KB다이렉트 : 가격비교편,2023-11-01,15.0,"금융,보험및증권",금융및보험,손해보험,주식회사 케이비손해보험,주식회사 에이치에스애드,클컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849429H01_1_23-TH-11-031,15.02
멕시카나 : 치토스치킨 : 34주년편,2023-11-01,15.0,식품,식품기타,식품제품종합,(주)멕시카나,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849421H01_1_23-TH-11-012,15.02
아라치 치킨 : 세대교체를 위한 완벽한 치킨편,2023-11-01,15.0,식품,식품기타,식품기타,"주식회사 삼화에프앤씨(samhwa fc Co.,Ltd)",(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849414H01_1_23-TH-11-022,15.02
한국교육방송원 : EBS 초등 수해력편,2023-11-01,60.0,출판,초등학생용교재,초등학생용학습교재,한국교육방송원,한국교육방송공사,한국교육방송공사,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849438H01_1_23-HC-11-002,60.06
알리익스프레스 : 알리에선 무료 반품이니까편,2023-11-01,15.0,유통,유통기타,유통기업PR,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,NULL,NULL
롯데레드페스티벌 : 4200만의 쇼핑 축제편,2023-11-01,15.0,유통,대형유통,대형유통기타,롯데유통HQ(공동),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849508H01_1_23-TH-11-059,15.02
디즈니플러스 : 비질란테편,2023-11-01,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),(주)스튜디오티씨지,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849406H01_1_23-TX-11-001,15.02
"자코모 : 변함없는 1등소파 결국, 자코모편",2023-11-01,15.0,가정용품,가구류,가정용가구,주식회사 자코모,주식회사 저스트빌더,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849446H01_1_23-TH-11-039,15.02
아이오이 : 매직 페인팅 편,2023-11-01,15.0,유통,"소형,소매유통","소형,소매유통기타",주식회사 아이오이,직거래,(주)재능방송,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849410H01_1_23-TH-11-024,15.02
롯데렌터카 마이카 : 즐기고 누리는 건 내가 전문이야~ 나머진 누가 할래편,2023-11-01,15.0,서비스,물품임대,운송장비임대,롯데렌탈(주),(주)대홍기획,대홍기획,NULL,NULL
게토레이_손흥민 이강인편,2023-11-01,15.0,음료및기호식품,비알콜음료,스포츠음료,PepsiCo Inc.,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849531H01_1_23-TH-11-064,15.02
게토레이_손흥민편,2023-11-01,30.0,음료및기호식품,비알콜음료,스포츠음료,PepsiCo Inc.,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849534H01_1_23-TH-11-062,30.03
게토레이_손흥민편,2023-11-01,15.0,음료및기호식품,비알콜음료,스포츠음료,PepsiCo Inc.,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849534H01_1_23-TH-11-062,30.03
60계치킨 크크크치킨 : 바삭함의 끝판왕편,2023-11-01,30.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/868510H01_1_25-TH-01-709,30.03
창원대학교 : 창원대 코드하우스편,2023-11-01,40.0,교육및복지후생,교육기관,대학대학원,창원대학교,한국언론진흥재단,유프레임,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849418H01_1_23-TH-11-032,40.04
펩시콜라 게토레이 : 손흥민 이강인편,2023-11-01,15.0,음료및기호식품,비알콜음료,스포츠음료,PepsiCo Inc.,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849530H01_1_23-TH-11-067,15.02
장스푸드 60계 치킨 : 크크크치킨(이벤트)편,2023-11-01,15.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849428H01_1_23-TH-11-028,15.02
장스푸드 60계 치킨 : 간지순살((이벤트)편,2023-11-01,30.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849427H01_1_23-TH-11-030,30.03
동서식품 미떼 핫초코 : 아빠 T야편,2023-11-01,15.0,음료및기호식품,기호식품,코코아,동서식품(주),(주)메이트인디펜던스,(주)메이트인디펜던스,NULL,NULL
한국폴리텍대학 제주캠퍼스 : 신입생 모집편,2023-11-01,30.0,교육및복지후생,교육기관,교육기관기타,한국폴리텍대학제주캠퍼스,(주)아일랜드스토리,아일랜드티비,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849694H01_1_23-TH-11-033,30.03
신세계이마트공동 쓱데이 : 쓱데이에 탑승하라편,2023-11-01,30.0,유통,유통기타,유통기타,신세계이마트공동,TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849546H01_1_23-TH-11-082,30.03
자코모 변함없는 1등 소파 : 다르게 더 바르게편,2023-11-01,30.0,가정용품,가구류,가정용가구,주식회사 자코모,주식회사 저스트빌더,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849445H01_1_23-TH-11-038,30.03
문화디자인다운 2023년 뮤지컬 공연 : 삼총사편,2023-11-01,20.0,서비스,문화및공연,공연,주식회사 문화디자인다운(장봉님외도객주),(주)동천미디어,(주)동천미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849411H01_1_23-TH-11-021,20.02
아이오이 꼬마 미녀 라라 : 매직 페인팅편,2023-11-01,20.0,유통,"소형,소매유통","소형,소매유통기타",주식회사 아이오이,직거래,(주)재능방송,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849425H01_1_23-TH-11-023,20.02
사계 의류행사 : 대전 롯데마트 노은점편,2023-10-31,30.0,패션,패션기타,패션기타,주식회사 사계,(주)팝콘커뮤니케이션,팝콘커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849337H01_1_23-TH-10-966,30.03
"케이티 KT 아이폰15 Pro : 이모든 혜택, 20대 Y에게만편",2023-10-31,30.0,컴퓨터및정보통신,통신망,통신망제품종합,(주)케이티,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849368H01_1_23-TH-10-981,30.03
월트디즈니 디즈니플러스 비질란테 : 11월 단독공개편,2023-10-31,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),(주)스튜디오티씨지,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849336H01_1_23-TX-10-031,15.02
오케이저축은행 OK저축은행 : OK페이통장편,2023-10-31,30.0,"금융,보험및증권",금융및보험,금융및보험기타,(주)오케이저축은행,(주)뉴데이즈,버튼크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849372H01_1_23-TH-10-983,30.03
멕시카나 치토스치킨 : 반하게 될 거야 창업지원편,2023-10-31,15.0,식품,식품기타,식품제품종합,(주)멕시카나,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849385H01_1_23-TJ-10-003,15.02
흑돈 이베리코 전문점 : 이베리코라 맛있다편,2023-10-31,20.0,서비스,음식및숙박,대중음식점,흑돈,네오커뮤니케이션즈(주),네오커뮤니케이션즈(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849389H01_1_23-TH-10-971,20.02
부담없소 대중음식점 : 좋은 재료는 좋은 음식의 기준입니다편,2023-10-31,20.0,서비스,음식및숙박,대중음식점,부담없소,주식회사 비원기획,주식회사 비원기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849770H01_1_23-TH-11-240,20.02
"금호타이어 EV :  EV 테크놀로지, 겨울 이벤트편",2023-10-31,15.0,수송기기,수송기기부품및용품,수송기기부품및용품기타,금호타이어주식회사,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849332H01_1_23-TH-10-953,15.02
경민산업 리버스 펠렛난로 : 겨울철 난방고민편,2023-10-31,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,경민산업,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849358H01_1_23-HC-10-093,20.02
롯데렌탈 롯데렌터카 마이카 : 달려편,2023-10-31,30.0,서비스,물품임대,운송장비임대,롯데렌탈(주),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849341H01_1_23-TH-10-957,30.03
삼성전자 BESPOKE 제트청소기 장난감 : 청소놀이편,2023-10-31,15.0,가정용품,완구류,작동완구,삼성전자(주),(주)제일기획,펑타이코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849330H01_1_23-TH-10-961,15.02
월트디즈니컴퍼니코리아 더마블스 : 대개봉편,2023-10-31,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849361H01_1_23-TH-10-975,15.02
충청남도청 충청남도 탄소중립경제 : 부탁해편,2023-10-31,30.0,관공서및단체,중앙및지방관공서,중앙관공서,충청남도청,(주)베리모먼트,(주)베리모먼트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849365H01_1_23-TH-10-979,30.03
하림산업 푸디버디 치킨 : 눈 뜨다 수정편,2023-10-31,15.0,식품,대용식품,대용식품제품종합,(주)하림산업,주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/851394H01_1_23-TH-12-184,15.02
춘천레저조직위원회 : 하나가 되다편,2023-10-31,20.0,관공서및단체,단체,민간단체,춘천레저조직위원회,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849344H01_1_23-HC-10-092,20.02
부스터즈 르무통 : 선물했어요편,2023-10-31,15.0,패션,신발류,캐주얼화,주식회사 부스터즈,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/849379H01_1_23-TH-10-990,15.02
