광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류
이노바인코리아 귀한족발 : 충족 흡족편,2023-12-21,15.0,서비스,음식및숙박,대중음식점
롯데웰푸드 프리미엄 가나 초콜릿 : 디지트에 깊이를 더하다편,2023-12-21,15.0,식품,제과,초코릿
디즈니플러스 : 킬러들의쇼핑몰,2023-12-21,15.0,서비스,문화및공연,영화
롯데 프리미엄 가나 초콜릿 : 30초편,2023-12-21,30.0,식품,제과,초코릿
메르세데스벤츠 : The new E-Class,2023-12-21,30.0,수송기기,수입자동차,수입승용차
피앤지 페브리즈 : 페브리즈프로 김나영편,2023-12-21,15.0,화장품및보건용품,세제류,세제류제품종합
샤넬 화장품 : 샤넬샹스오땅드르 향수,2023-12-21,30.0,화장품및보건용품,방향화장품,성인용향수
롯데 프리미엄 가나 초콜릿 : 15초편,2023-12-21,15.0,식품,제과,초코릿
제주특별자치도장애인종합복지관 : 사회복지법인 춘강,2023-12-21,30.0,서비스,서비스기타,서비스기타
부산문화회관 : 2024 신년음악회,2023-12-21,20.0,관공서및단체,단체,단체기타
한국피앤지판매 페브리즈 퀵드라이젯 : 나가면 되요편,2023-12-21,15.0,화장품및보건용품,세제류,섬유유연제
우주텍 르무통 : 효철이도편,2023-12-21,15.0,패션,신발류,캐주얼화
지온메디텍 듀얼소닉 : 자신감편,2023-12-21,30.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
지온메디텍 듀얼소닉 : 자신감 블랙편,2023-12-21,30.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
오비맥주 카스 : 축배편,2023-12-21,30.0,음료및기호식품,알콜음료,맥주
코스알엑스 The RX : 눈부시게 만들다편,2023-12-21,30.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
울산사회복지협의회 PR : 나눔의 행복편,2023-12-21,30.0,관공서및단체,중앙및지방관공서,중앙및지방관공서기타
한국피앤지판매 페브리즈 퀵드라이즈 : 연속 분사편,2023-12-21,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
오비맥주 카스 : 진짜가 되는 시간편,2023-12-21,15.0,음료및기호식품,알콜음료,맥주
넥슨코리아 메이플스토리 : DREAMER편,2023-12-21,30.0,컴퓨터및정보통신,컴퓨터게임,모바일게임
코스알엑스 COSRX : 만듭니다편,2023-12-21,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
코스알엑스 COSRX : 만듭니다 레티놀편,2023-12-21,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
넥슨코리아 메이플스토리 드리머 : 선물까지편,2023-12-21,15.0,컴퓨터및정보통신,컴퓨터게임,모바일게임
한국호야렌즈 호야 마이오스마트 : 그네편,2023-12-20,15.0,제약및의료,의료기기,의료기기기타
귀한사람들 귀한족발 : 귀족편,2023-12-20,15.0,서비스,음식및숙박,대중음식점
으뜸애드 으뜸돌침대 : 공장직영점 직접판매편,2023-12-20,40.0,가정용품,가구류,침대
청년들 꽃집청년들 ;T에게 꽃이란편,2023-12-20,15.0,유통,특수유통,특수유통기타
명인제약 메이킨 : 오늘밤 메이킨편,2023-12-20,15.0,제약및의료,소화위장약,변비치료제
주영엔에스 뼈엔 엠비피 : 단단하게편,2023-12-20,15.0,식품,건강식품,건강보조식품
명인제약 메이킨 : 오늘밤 메이킨편,2023-12-20,15.0,제약및의료,소화위장약,변비치료제
논산시청 논산 육군병장 : 농산물 공동브랜드편,2023-12-20,40.0,관공서및단체,중앙및지방관공서,중앙및지방관공서제품종합
코리아이앤피 EiE어학원 : 다녀편,2023-12-20,15.0,교육및복지후생,교육기관,어학학원
비케이알 버거킹 콰큐스와퍼 : 진한 풍미편,2023-12-20,15.0,식품,제빵,"햄버거,피자및샌드위치"
코리아이앤피 EiE어학원 : 자신감편,2023-12-20,30.0,교육및복지후생,교육기관,어학학원
청주대학교 : 세상의 중심편,2023-12-20,20.0,교육및복지후생,교육기관,대학대학원
으뜸애드 으뜸돌침대 : 추천합니다 수정편,2023-12-20,30.0,가정용품,가구류,침대
롯데웰푸드 프리미엄 가나 : 더하다편,2023-12-20,15.0,식품,제과,초코릿
부루구루 이엘꼬냑 : 파리편,2023-12-20,15.0,음료및기호식품,알콜음료,알콜음료기타
삼성전자 갤럭시 북4 : 터치편,2023-12-20,30.0,컴퓨터및정보통신,컴퓨터,노트북PC
이모션웨이브 mew : 메이크미편,2023-12-20,15.0,가정용품,가정용품기타,가정용품기타
명인제약 메이킨 : 오늘밤 메이킨편,2023-12-20,15.0,제약및의료,소화위장약,변비치료제
명인제약 메이킨 : 오늘밤 3up편,2023-12-20,15.0,제약및의료,소화위장약,변비치료제
목포대학교산학협력단 목포대 조기취업형계약학과 : 척하면 착편,2023-12-20,20.0,교육및복지후생,교육기관,대학대학원
비모뉴먼트 달바 : 더블편,2023-12-20,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
어댑트 콜레올로지 신봉선다이어트성공세트 : 검색하세요편,2023-12-20,15.0,식품,건강식품,다이어트식품
오펠라헬스케어코리아 세노비스 트리플러스 : 체력자신감 수정편,2023-12-20,15.0,식품,건강식품,건강식품제품종합
주영엔에스 : 뼈엔MBP,2023-12-20,15.0,식품,건강식품,건강보조식품
웅진씽크빅 : 웅진스마트올 댄스 중학편,2023-12-20,15.0,서비스,서비스기타,서비스기타
EiE어학원 : 30초 B안,2023-12-20,30.0,교육및복지후생,교육기관,어학학원
이팝소프트 말해보카 : 영어학습앱,2023-12-20,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
이팝소프트  말해보카 : 미라클모닝 금지편,2023-12-20,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
귀한사람들 귀한족발 : 귀족편,2023-12-20,15.0,식품,축산품,기타축산가공품
꽃집청년들 : 꽃배달서비스,2023-12-20,30.0,유통,특수유통,전자상거래
토요타 렉서스 : 23년 하반기 브랜딩편,2023-12-20,30.0,수송기기,수입자동차,수입승용차
어댑트 콜레올로지 : 서현x봉선편,2023-12-20,15.0,식품,건강식품,다이어트식품
명인제약 메이킨 : 오늘밤 메이킨편,2023-12-20,15.0,제약및의료,소화위장약,변비치료제
명인제약 메이킨 : 오늘밤 메이킨편,2023-12-20,15.0,제약및의료,소화위장약,변비치료제
비모뉴먼트 d'Alba : 더블로 완성되는 단 하나의 크림편,2023-12-20,30.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
스픽이지랩코리아 스픽 : AI 영어선생님편,2023-12-20,15.0,교육및복지후생,교육기관,온라인교육
대전광역시 이미지 홍보 : 나는 대전이다편,2023-12-20,30.0,관공서및단체,중앙및지방관공서,지방자치단체
스픽이지랩코리아 스픽 : AI 영어선생님편,2023-12-20,15.0,교육및복지후생,교육기관,온라인교육
웅진씽크빅 웅진스마트올 댄스 : 초등편,2023-12-20,15.0,서비스,서비스기타,서비스기타
스픽이지랩코리아 스픽 : AI 영어선생님편,2023-12-20,30.0,교육및복지후생,교육기관,온라인교육
스픽이지랩코리아 스픽 : AI 영어선생님편,2023-12-20,30.0,교육및복지후생,교육기관,온라인교육
이팝소프트 말해보카 : 미라클모닝금지편,2023-12-20,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
하이트진로 테라 : 청정마스터편 8초,2023-12-19,8.0,음료및기호식품,알콜음료,맥주
동국제약 마데카프라임 : 이보영편 A,2023-12-19,15.0,가정용전기전자,가사용전기전자,전기이미용기기
홈플러스 홈플대란 : 여행편,2023-12-19,15.0,유통,대형유통,대형유통제품종합
한국지식재산보호원 : 지식재산침해신고상담센터편,2023-12-19,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
디케이아시아 왕길역 로얄파크시티 : 노을편,2023-12-19,30.0,"건설,건재및부동산",건설,건설
엠아이인터내셔널 닥터 브로너스 브랜드 PR : 내 피부를 위한 깨끗한 시작편,2023-12-19,15.0,화장품및보건용품,모발및목욕용제,목욕및바디제품
한국맥도날드 2024 행운버거 : 세상 가장 맛있는 기부편,2023-12-19,15.0,식품,제빵,"햄버거,피자및샌드위치"
프로쉬 세탁세제 : 개구리편,2023-12-19,30.0,화장품및보건용품,세제류,세탁세제
지온메디텍 듀얼소닉 : 자막추가편,2023-12-19,30.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
동국제약 마데카프라임 : 이보영편 B,2023-12-19,15.0,가정용전기전자,가사용전기전자,전기이미용기기
유니버설픽쳐스 : 인투더월드편,2023-12-19,15.0,서비스,문화및공연,영화
디케이아시아 : 왕길역 로얄파크시티 푸르지오,2023-12-19,15.0,"건설,건재및부동산",부동산임대및매매,건물임대및매매
홈플러스 홈플대란 : 맛집편,2023-12-19,15.0,유통,대형유통,대형유통제품종합
맥도날드 2024 행운버거 : 연말편,2023-12-19,15.0,식품,제빵,"햄버거,피자및샌드위치"
맥도날드 2024 행운버거 : 새해편,2023-12-19,30.0,식품,제빵,"햄버거,피자및샌드위치"
강원도청 2024강원동계청소년올림픽 : 함께 할 때 빛나는 우리편,2023-12-19,20.0,관공서및단체,중앙및지방관공서,지방자치단체
제이엔비 프로쉬 세탁세제 : 식물에서 온 놀라운 세척력편,2023-12-19,15.0,화장품및보건용품,세제류,세탁세제
한국맥도날드 2024 행운버거 : 세상 가장 맛있는 기부편,2023-12-19,30.0,식품,제빵,"햄버거,피자및샌드위치"
노사발전재단 중장년내일센터 : 내일은 있습니다편,2023-12-19,30.0,관공서및단체,단체,공공단체
투썸플레이스 케이크 : 스초생편,2023-12-19,15.0,식품,제빵,"빵,케익및떡"
옥시레킷벤키저 : 스트렙실편,2023-12-19,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제
하이트진로 테라 : 청정마스터편 6초,2023-12-19,6.0,음료및기호식품,알콜음료,맥주
투썸플레이스 : 스초생케이크편,2023-12-19,30.0,식품,제빵,"빵,케익및떡"
7번가사람들 7번가피자 : 도우가 맛있다편,2023-12-19,15.0,식품,제빵,"햄버거,피자및샌드위치"
셀로닉스 셀티아이 : 아이편,2023-12-19,15.0,식품,건강식품,건강식품제품종합
코웨이 BEREX 안마베드 : 체험편,2023-12-19,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
유니버설픽쳐스인터내셔널코리아 인투더월드 : 대개봉 윙잉편,2023-12-18,15.0,서비스,문화및공연,영화
유니버설픽쳐스인터내셔널코리아 인투더월드 : 대개봉 퍼스트편,2023-12-18,15.0,서비스,문화및공연,영화
인스파이어인티그레이티드리조트 인스파이어리조트 : 새로운 기준편,2023-12-18,15.0,서비스,음식및숙박,호텔
페레로 아시아 리미티드 한국지점 페레로로쉐 : 황금처럼편,2023-12-18,30.0,식품,제과,초코릿
유니버설픽쳐스인터내셔널코리아 인투더월드 : 대개봉 로드편,2023-12-18,15.0,서비스,문화및공연,영화
유니버설픽쳐스인터내셔널코리아 인투더월드 : 대개봉 투게더편,2023-12-18,15.0,서비스,문화및공연,영화
토이트론 실바니안 비밀다락방 불들어오는빨간지붕 : 여기 있지롱편,2023-12-18,15.0,가정용품,완구류,일반완구
충청남도남부노인보호전문기관 나비새김 : 켭니다편,2023-12-18,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
농심 관절에쎈크릴 : 부드럽게편,2023-12-18,15.0,식품,건강식품,건강보조식품
월트디즈니컴퍼니코리아 WISH : 대개봉 밤비편,2023-12-18,15.0,서비스,서비스기타,서비스기타
코웨이 안마베드 : 체험해보세요 수정편,2023-12-18,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
돌발영상 먹깨비프렌즈 : 시작편,2023-12-18,30.0,서비스,개인서비스,개인서비스기타
월트디즈니 위시 : 1월 극장 대개봉편,2023-12-18,30.0,서비스,서비스기타,서비스기타
농심 라이필 관절에쎈크릴 : 3가지만 기억하세요편,2023-12-18,15.0,식품,건강식품,건강보조식품
종근당건강 아임비타 : 한 샷편,2023-12-18,15.0,식품,건강식품,건강식품제품종합
아도니스글로벌 층간소음 저감 마루 : 층간소음편,2023-12-18,30.0,"건설,건재및부동산",건재,건재기타
삼성전자 갤럭시 북4 : 런칭편,2023-12-18,30.0,컴퓨터및정보통신,컴퓨터,노트북PC
논산시청 논산 육군병장 : 농산물 공동브랜드편,2023-12-18,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
농심 관절에쎈크릴 : 100세 시대편,2023-12-18,15.0,식품,건강식품,건강보조식품
"보건복지부 금연캠페인 : 금연구조, 아이편",2023-12-18,30.0,관공서및단체,중앙및지방관공서,중앙관공서
한국교통대학교 정시모집 :나를 위한 또 한번의 도약편,2023-12-18,60.0,교육및복지후생,교육기관,대학대학원
아이팝 불법촬영탐지감지시스템 : 뉴스 방송편,2023-12-18,20.0,산업기기,산업기기기타,산업기기기업PR
유니버설픽쳐스  인투 더 월드 : 1월 극장 대개봉편,2023-12-18,15.0,서비스,문화및공연,영화
홍천문화재단 홍천강 꽁꽁 축제 : 강태공망편,2023-12-18,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
에덴밸리리조트 23-24시즌 에덴밸리 : 야간개장편,2023-12-18,20.0,서비스,스포츠및오락시설,리조트
인스파이어인티그레이티드리조트 인스파이어리조트 : 런칭편,2023-12-18,30.0,서비스,음식및숙박,호텔
보건복지부 금연캠페인 : 아이편,2023-12-18,40.0,관공서및단체,중앙및지방관공서,중앙관공서
유니세프한국위원회 정기후원 : 현장전문가 성인혜편,2023-12-18,60.0,관공서및단체,단체,단체기타
전진기획 광주쇼핑축제박람회 : 2023송년편,2023-12-18,30.0,유통,유통기타,유통기타
페레로 아시아 리미티드 페레로로쉐 : 소중한 사랑을 위해편,2023-12-18,15.0,식품,제과,초코릿
