광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,mid_cluster,major_cluster
아이씨유미디어 나눔가구백화점 : 할 수 있습니다편,2023-06-28,20.0,가정용품,가구류,가구류제품종합,0,B
더리본 : 달아편,2023-06-28,30.0,서비스,서비스기타,서비스기업PR,58,J
야놀자 : 계산적으로 방콕편,2023-06-28,30.0,서비스,여행,여행알선,83,J
현대엘리베이터 : 모빌리티편,2023-06-28,30.0,산업기기,운반기기,엘리베이터,87,I
롯데웰푸드 자일리톨 : 아이원트편,2023-06-28,15.0,식품,제과,제과기타,107,L
모메드솔루션 캡티칭 : 여긴편,2023-06-28,15.0,교육및복지후생,교육기관,기술및자격학원,18,E
동문건설 동문 디 이스트 : 만듭니다 원주편,2023-06-28,15.0,"건설,건재및부동산",건설,건설,11,C
한국토요타자동차 토요타 크라운 : 런칭편,2023-06-28,15.0,수송기기,수입자동차,수입자동차기타,67,K
넷플릭스서비시스코리아 넷플릭스 : 7월 라인업편,2023-06-28,15.0,서비스,문화및공연,문화및공연기타,44,J
경기도청 : 기회소득 통합편,2023-06-28,15.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
현대엘리베이터 기업PR : 현대인의 엘리베이터 가이드북편,2023-06-28,15.0,산업기기,운반기기,엘리베이터,87,I
리더스의전클럽 : 상조서비스편,2023-06-28,15.0,그룹및기업광고,기타광고,기타기업PR,26,F
굿네이버스인터내셔날 정기후원 : 이혜숙 우물편,2023-06-28,60.0,관공서및단체,단체,민간단체,36,D
저출산고령사회위원회 : 저출산대책 캠페인,2023-06-28,30.0,관공서및단체,중앙및지방관공서,중앙관공서,117,D
삼성전자 삼성절전가전 : 요즘 가전다운 절전가전편,2023-06-28,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
넷플릭스서비시스코리아 넷플릭스 : 7월 라인업편,2023-06-28,30.0,서비스,문화및공연,문화및공연기타,44,J
제일모직 에버랜드리조트 : 캐리비안베이 캐비편,2023-06-28,15.0,서비스,스포츠및오락시설,리조트,69,J
롯데아사히주류 아사히맥주 : 수퍼드라이편,2023-06-28,15.0,음료및기호식품,알콜음료,맥주,78,N
한국인삼공사 정관장 : 에브리타임 썸머온 페스티벌편,2023-06-28,30.0,식품,건강식품,건강보조식품,10,L
롯데웰푸드 자일리톨 : 자일리톨xBTS편,2023-06-28,15.0,식품,제과,제과기타,107,L
수원시청 : 화성 행궁야간개장편,2023-06-28,15.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
경기도청 : 기회소득 통합편,2023-06-28,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
현대엘리베이터 PR : 현대인의 엘리베이터편,2023-06-28,15.0,산업기기,운반기기,엘리베이터,87,I
삼성전자 절전가전 : 소비효울 1등급은 기본편,2023-06-28,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
천안시청 케이컬처박람회 : 천안 2023년편,2023-06-28,20.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
장스푸드 크크크콤보 : ASMR편,2023-06-28,30.0,식품,축산품,치킨가공품,120,L
함안군청 관광안내 : 강주해바라기 축제편,2023-06-28,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
한국인삼공사 정관장 에브리타임 : 썸머온 프로모션편,2023-06-28,30.0,식품,건강식품,건강보조식품,10,L
한국인삼공사 정관장 에브리타임 : 썸머온 프로모션편,2023-06-28,15.0,식품,건강식품,건강보조식품,10,L
경기도청 정책 홍보 : 기회소득 통합편,2023-06-28,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
바이오온 천잠원 : 나를 위한 혈당케어편,2023-06-28,30.0,식품,건강식품,건강보조식품,10,L
장수산업 돌소파 : 소파에 건강을 더하다편,2023-06-28,15.0,가정용품,가구류,침대,0,B
제주감귤연합회 제주감귤 : 한결같은 달달함편,2023-06-28,15.0,식품,농산품,과실류원산,33,L
장스푸드 크크크콤보 : ASMR편,2023-06-28,15.0,식품,축산품,치킨가공품,120,L
무공훈장 찾아주기 조사단 캠페인 :  위대한 헌신편,2023-06-28,40.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
저출산고령사회 위원회 아이행복 공모전 : 너를 만나 새로운 나로편,2023-06-28,15.0,관공서및단체,중앙및지방관공서,중앙관공서,117,D
유니세프 한국위원회 정기후원 : 현장전문가편,2023-06-28,60.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
라온축구교실 : 즐거움이다편,2023-06-27,20.0,교육및복지후생,교육기관,취미및레저학원,18,E
반장 : 갑작스러운 이별편,2023-06-27,30.0,서비스,개인서비스,경조서비스,9,J
모두투어 브랜딩 : 가족여행편,2023-06-27,15.0,서비스,여행,여행알선,83,J
산청군청 2023 산청세계전통의약항노화엑스포 : 여러분을 초대합니다편,2023-06-27,15.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
반장 : 추억편,2023-06-27,30.0,서비스,개인서비스,경조서비스,9,J
삼성전자 삼성절전가전 : 내려갑니다편,2023-06-27,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
반장 : 갑작스러운 이별편,2023-06-27,15.0,서비스,개인서비스,경조서비스,9,J
농심 둥지냉면 : 잘하네편,2023-06-27,7.0,식품,면류,봉지인스턴트면류,41,L
하나은행 하나리빙트러스트서비스 : 딱 하나편,2023-06-27,15.0,"금융,보험및증권",금융및보험,은행,24,G
일동후디스 뷰빗 청귤콜라겐 : 뷰티습관편,2023-06-27,15.0,식품,건강식품,건강식품기타,10,L
롯데칠성음료 별빛청하스파클링 : 기념하며편,2023-06-27,30.0,음료및기호식품,알콜음료,청주,78,N
한국토요타자동차 RZ450e : 시작하다편,2023-06-27,30.0,수송기기,수입자동차,수입승용차,67,K
사운드타워 강원특별자치도축하 : 화천편,2023-06-27,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
모두투어네트워크 모두투어 : 시작이니까편,2023-06-27,15.0,서비스,여행,여행알선,83,J
비케이알 버거킹 헬로디아블로와퍼 : 오리라편,2023-06-27,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
완주군청 수소도시 완주 : 선택편,2023-06-27,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
비케이알 버거킹 : 헬로 디아블로 와퍼편,2023-06-27,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
엘지전자 LG 코드제로 청소기 : 코드제로 페어링으로 늘 깨끗하게편,2023-06-27,30.0,가정용전기전자,가사용전기전자,청소기,2,A
애드바이져 반장 : 반려동물 장례편,2023-06-27,15.0,서비스,개인서비스,경조서비스,9,J
월트디즈니 형사록2 : 단독 공개편,2023-06-27,15.0,서비스,서비스기타,서비스기타,58,J
비케이알 버거킹 : 헬로 디아블로 와퍼편,2023-06-27,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
롯데칠성음료 별빛청하 스파클링 : 반짝반짝 오늘을 기념하며편,2023-06-27,15.0,음료및기호식품,알콜음료,청주,78,N
농심 둥지냉면 : 비빔냉면편,2023-06-27,8.0,식품,면류,봉지인스턴트면류,41,L
삼성전자 삼성절전가전 : 요즘 가전다운 삼성 절전 가전편,2023-06-27,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
애드바이져 반장 : 반려동물 장례편,2023-06-27,15.0,서비스,개인서비스,경조서비스,9,J
르노코리아자동차_ XM3 E-Tech hybrid : 가장 전기차에 가까운편,2023-06-27,30.0,수송기기,승용자동차,준중형승용차,71,K
칠성사이다 브랜딩 : 수영장편,2023-06-27,15.0,음료및기호식품,비알콜음료,사이다,53,N
포레지아  브레인시티 : 6월 오픈 예정편,2023-06-27,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",12,C
글락소스미스클라인 로타릭스 : 인정편,2023-06-27,15.0,제약및의료,"백신,구충및살충제",예방백신,49,P
삼성카드 강원사랑 페스타 : 강원도 사랑한다 C편,2023-06-26,15.0,"금융,보험및증권",금융및보험,신용카드,24,G
"엘지생활건강 닥터그루터 밀도케어 : 힘있게!, 자신있게!편",2023-06-26,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스",42,T
신세계이마트부문 신세계유니버스 : 신세계유니버스 페스티벌편,2023-06-26,15.0,유통,유통기타,유통기타,94,M
"굿네이버스 정기후원 : 식수,변우민편",2023-06-26,90.0,관공서및단체,단체,민간단체,36,D
삼성카드 강원사랑 페스타 : 강원도 사랑한다 B편,2023-06-26,15.0,"금융,보험및증권",금융및보험,신용카드,24,G
농심켈로그 프링글스 : 베이스볼편,2023-06-26,15.0,식품,제과,스낵,107,L
위대한상상 요기요 요기패스X : 배달비가 그쳤다 A편,2023-06-26,15.0,서비스,서비스기타,서비스기타,58,J
위대한상상 요기요 요기패스X : 배달비가 그쳤다 B편,2023-06-26,15.0,서비스,서비스기타,서비스기타,58,J
"굿네이버스 정기후원 : 식수,변우민편",2023-06-26,60.0,관공서및단체,단체,민간단체,36,D
농심켈로그 프링글스 : 베이스볼편,2023-06-26,15.0,식품,제과,스낵,107,L
메가스터디교육 엘리하이 : 엘리하이와 출발편,2023-06-26,15.0,서비스,서비스기타,서비스기타,58,J
금산군청 제3회 금산 삼계탕 축제 : 행사 안내편,2023-06-26,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
"굿네이버스 정기후원 : 식수,변우민편",2023-06-26,60.0,관공서및단체,단체,민간단체,36,D
제이시스메디칼 덴서티 : 왜 고주파 이름이 덴서티인거죠편,2023-06-26,15.0,제약및의료,의료기기,의료기기기타,98,P
삼성카드 강원사랑 페스타 : 강원도 사랑한다 A편,2023-06-26,15.0,"금융,보험및증권",금융및보험,신용카드,24,G
강원특별자치도 : 강원특별자치도 출범 경축광고,2023-06-26,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
한국맥도날드 햄버거 : 진도 대파버거편,2023-06-26,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
퍼니플럭스 극장판 슈퍼윙스 : 7월 대개봉편,2023-06-26,15.0,서비스,문화및공연,영화,44,J
농심켈로그 프링글스 : 베이스볼편,2023-06-26,30.0,식품,제과,스낵,107,L
농심켈로그 프링글스 : 베이스볼편,2023-06-26,30.0,식품,제과,스낵,107,L
신세계이마트부문 : 신세계 유니버스 페스티벌편,2023-06-26,30.0,유통,유통기타,유통기타,94,M
엠아트플라이 : 뮤지컬테라피편,2023-06-26,30.0,서비스,서비스기타,서비스기타,58,J
롯데칠성음료 칠성사이다 : 청량한 순간에 언제나 칠성사이다 (하늘)편,2023-06-23,15.0,음료및기호식품,비알콜음료,사이다,53,N
에버랜드리조트 캐리비안베이 : 캐비 인증샷편,2023-06-23,15.0,서비스,스포츠및오락시설,리조트,69,J
우주텍 르무통 포레스트 : 죽녹원편,2023-06-23,15.0,패션,신발류,캐주얼화,76,S
한국인삼공사 정관장 에브리타임 : 부산엑스포편,2023-06-23,30.0,식품,건강식품,건강보조식품,10,L
그립컴퍼니 브랜드PR : 500원딜편,2023-06-23,15.0,유통,특수유통,전자상거래,133,M
프리드라이프 브랜드PR : 상조업계 1위편,2023-06-23,15.0,서비스,개인서비스,경조서비스,9,J
에버랜드리조트 캐리비안베이 : 여름엔 이렇게 놀아야 캐비지! 캐비편,2023-06-23,15.0,서비스,스포츠및오락시설,리조트,69,J
다이슨 에어랩 멀티 스타일러 : 제품을 만들 사람들에게 구매하세요편,2023-06-23,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,5,A
문화인광주 뱃길로 떠나는 제주관광편,2023-06-23,30.0,서비스,서비스기타,서비스기타,58,J
프랭크에프앤비 먼투썬피자 : 월요일부터 일요일까지편,2023-06-23,15.0,식품,식품기타,식품기타,74,L
한국인삼공사 정관장 에브리타임 : 부산엑스포편,2023-06-23,15.0,식품,건강식품,건강보조식품,10,L
충청남도청 스마트농업 : 저탄소 논물관리편,2023-06-23,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
사계 울산(진장동 농협 하나로마트)의류행사편,2023-06-23,30.0,패션,패션기타,패션기타,134,S
우주텍 르무통 포레스트 : 흰여울마을편,2023-06-23,15.0,패션,신발류,캐주얼화,76,S
아르떼미디어 삼척행사 : 놓치지마세요편,2023-06-23,30.0,유통,유통기타,유통기타,94,M
국립부산국악원 영남춤춤축제 : 보고싶다편,2023-06-23,20.0,관공서및단체,중앙및지방관공서,중앙및지방관공서기타,117,D
제일모직(주)에버랜드리조트 캐리비안베이 : 풀파티편,2023-06-23,15.0,서비스,스포츠및오락시설,리조트,69,J
오비맥주 카스 : 오늘 놀까편,2023-06-23,60.0,음료및기호식품,알콜음료,맥주,78,N
비에이치씨 스윗킹폭립 : 폭립도편,2023-06-23,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
서울특별시의회 : 함께하겠습니다편,2023-06-23,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
신세계이마트부문 신세계유니버스클럽 : 특권 혜택편,2023-06-23,30.0,유통,유통기타,유통기타,94,M
프랭크에프앤비 먼투썬피자 : 원한다면편,2023-06-23,30.0,식품,식품기타,식품기타,74,L
양국진스피치리더십학원 공매경매특강세미나광주 : 모집편,2023-06-23,20.0,교육및복지후생,교육기관,교육기관기타,18,E
프리드라이프 : 고객과 함께 수정편,2023-06-23,30.0,서비스,개인서비스,경조서비스,9,J
월트디즈니컴퍼니코리아  시크릿인베이젼 : 스트리밍중편,2023-06-23,30.0,서비스,문화및공연,영화,44,J
아도니스글로벌 : 선물합니다편,2023-06-23,15.0,"건설,건재및부동산",건재,도벽및바닥재,13,C
롯데칠성음료 칠성사이다 : 청량하자편,2023-06-23,15.0,음료및기호식품,비알콜음료,사이다,53,N
제일모직(주)에버랜드리조트 캐리비안베이 : 캐비편,2023-06-23,15.0,서비스,스포츠및오락시설,리조트,69,J
아도니스글로벌 : 선물합니다 목재편,2023-06-23,15.0,"건설,건재및부동산",건재,도벽및바닥재,13,C
우주텍 르무통 포레스트 : 의사편,2023-06-23,15.0,패션,신발류,캐주얼화,76,S
신용보증재단 : 기업광고,2023-06-22,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
사계 제주(대정/노형)의류행사 : 여름상품 동시세일편,2023-06-22,30.0,패션,패션기타,패션기타,134,S
동아제약 검가드 : 잇몸가드 검가드편,2023-06-22,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제제품종합",102,P
세이브더칠드런코리아 정기후원 : 통영 조부모 서하편,2023-06-22,60.0,관공서및단체,단체,민간단체,36,D
하이모 맞춤가발 : 살린다편,2023-06-22,15.0,화장품및보건용품,화장도구,가발류,136,T
더이든가구백화점 : 오픈메가세일편,2023-06-22,20.0,가정용품,가구류,가구류제품종합,0,B
동서산업 칼라우드칩 : 자연에 색을 채워갑니다편,2023-06-22,20.0,기초재,농축수산기초재,농축수산기초재기타,35,H
대교 미디어콘텐츠사업본부 헬로카봇 : 큐브RC카편,2023-06-22,30.0,가정용품,완구류,작동완구,86,B
