행 번호,광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
7247,케이씨지아이자산운용 KCGI 자산운용 : 크지편,2023-08-31,15.0,"금융,보험및증권",금융및보험,금융및보험기타,케이씨지아이자산운용 주식회사,(주)타이타늄22,타이타늄22,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/847006H01_1_23-TH-09-585,15.02
7249,잡코리아 원픽 : 대이동 수정편,2023-08-31,30.0,서비스,개인서비스,직업소개,잡코리아 유한책임회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846203H01_1_23-TH-08-814,30.03
7250,잡코리아 원픽 : 튀겠습니다 수정편,2023-08-31,15.0,서비스,개인서비스,직업소개,잡코리아 유한책임회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846201H01_1_23-TH-08-815,15.02
7251,에이치엘홀딩스 HL만도 : 열다편,2023-08-31,15.0,수송기기,수송기기부품및용품,수송기기부품및용품기타,에이치엘홀딩스 주식회사,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846156H01_1_23-TH-08-769,15.02
7252,금산군청 금산인삼 : 활력있게 축제편,2023-08-31,15.0,식품,농산품,농산품기타,금산군청,스토리73,스토리73,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846217H01_1_23-TH-08-824,15.02
7253,레고코리아 레고 시티 : 끝없는 모험편,2023-08-31,15.0,가정용품,완구류,"조립,모형완구",레고코리아(주),미디어브랜즈코리아 주식회사,미디어브랜즈코리아 주식회사,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846176H01_1_23-TH-08-788,15.02
7254,잡코리아 원픽 : 대표님 수정편,2023-08-31,30.0,서비스,개인서비스,직업소개,잡코리아 유한책임회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846202H01_1_23-TH-08-813,30.03
7255,바디프랜드 다빈치 : 자기도 해볼래편,2023-08-31,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,주식회사 바디프랜드,TBWA KOREA(주),(주)바디프랜드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846152H01_1_23-TH-08-766,15.02
7256,월트디즈니컴퍼니코리아 디즈니플러스 : SUMMER CAMPAIGN편,2023-08-31,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846376H01_1_23-TH-09-092,15.02
7257,세라젬 세라젬V7 : 해볼 수밖에편,2023-08-31,15.0,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846157H01_1_23-TH-08-768,15.02
7258,레고코리아 레고블럭 : 레고시티편,2023-08-31,15.0,가정용품,완구류,"조립,모형완구",레고코리아(주),미디어브랜즈코리아 주식회사,미디어브랜즈코리아 주식회사,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846177H01_1_23-TH-08-787,15.02
7259,원앤원 헬로펫 : 우리집 귀염둥이편,2023-08-31,20.0,가정용품,완구류,일반완구,(주)원앤원,(주)에스엠컬처앤콘텐츠 광고사업부문,프로덕션디젤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846167H01_1_23-TH-08-781,20.02
7260,아이비삼경 HiPP : 유기농 영유아식편,2023-08-31,30.0,식품,유제품,분유,아이비삼경 주식회사,(주)디디비코리아,(주) 더워터멜론TWC,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846163H01_1_23-TH-08-775,30.03
7261,경남기업 경남아너스빌 : 장흥역 경남아너스빌 북한산뷰 분양홍보,2023-08-31,15.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,경남기업(주),(주)로빈스앤컴퍼니,아이스께끼 필름프러덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846211H01_1_23-TH-08-820,15.02
7262,그린나래미디어 아르고 원정대 : 대개봉편,2023-08-31,15.0,서비스,문화및공연,영화,그린나래미디어 주식회사,(주)에스프리애드,에스프리애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846179H01_1_23-TH-08-785,15.02
7263,에이치엘홀딩스 HL만도 : 모션엑스라이트편,2023-08-31,30.0,수송기기,수송기기부품및용품,수송기기부품및용품기타,에이치엘홀딩스 주식회사,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846153H01_1_23-TH-08-771,15.02
7264,링티 링티를거세요 : 배웅편,2023-08-31,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사 링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846746H01_1_23-TH-09-388,15.02
7265,편강한방연구소 구전녹용 : 추석 프로모션편,2023-08-31,30.0,식품,건강식품,건강식품기타,주식회사 편강한방연구소,(주)미쓰윤,미쓰윤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846207H01_1_23-TH-08-817,30.03
7267,아이비삼경 HiPP 콤비오틱 : 지혜의 힙한 선택편,2023-08-30,30.0,식품,유제품,분유,아이비삼경 주식회사,(주)디디비코리아,(주) 더워터멜론TWC,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846162H01_1_23-TH-08-776,15.02
7268,"아모레퍼시픽 려(呂) 루트젠 : 여자에겐 여자를 위한 탈모샴푸를, 정수리편",2023-08-30,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스",(주)아모레퍼시픽,(주)비비디오코리아,(주)비비디오코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846075H01_1_23-TH-08-718,15.02
7269,"중소기업은행 기업PR :기업을 앞으로, 시대편",2023-08-30,30.0,"금융,보험및증권",금융및보험,은행,중소기업은행,한국언론진흥재단,키노플로우,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846089H01_1_23-TH-08-742,30.03
7271,세라젬 파우제M4 : 파우제대로편,2023-08-30,15.0,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/847697H01_1_23-TJ-09-071,15.02
7275,"우주텍 르무통 : 포토그래퍼 이석영, 추석편",2023-08-30,15.0,패션,신발류,캐주얼화,주식회사 우주텍,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846141H01_1_23-TH-08-764,15.02
7276,"봄소와 브랜드 광고 : 강하늘, 울산점편",2023-08-30,15.0,가정용품,가구류,가정용가구,봄소와 주식회사,직거래,펜타브리드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846086H01_1_23-TH-08-731,15.02
7277,"아모레퍼시픽 려(呂) 루트젠 : 여자에겐 여자를 위한 탈모샴푸를, 정수리편",2023-08-30,30.0,화장품및보건용품,모발및목욕용제,"샴푸,린스",(주)아모레퍼시픽,(주)비비디오코리아,(주)비비디오코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846075H01_1_23-TH-08-718,15.02
7278,비에이치씨 마법클 : 신작발표회편,2023-08-30,15.0,서비스,음식및숙박,기타프랜차이즈점,주식회사 비에이치씨,(주)한컴,한컴,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846125H01_1_23-TH-08-751,15.02
7279,"우주텍 르무통 : 글래드호텔, 추석편",2023-08-30,15.0,패션,신발류,캐주얼화,주식회사 우주텍,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846143H01_1_23-TH-08-762,15.02
7281,기아 쏘렌토 : 의무가 있다편,2023-08-30,15.0,수송기기,승용자동차,중형승용차,기아 주식회사,(유)이노레드,이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846071H01_1_23-TH-08-715,15.02
7282,동화약품 마그랩 포 스트레스 : 답이다 화질수정편,2023-08-30,15.0,식품,건강식품,건강보조식품,동화약품(주),(주)오버맨,스튜디오조커,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846132H01_1_23-TH-08-756,15.02
7283,장스푸드 크크크치킨 : 왜 이래편,2023-08-30,30.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846078H01_1_23-TH-08-740,30.03
7285,잡코리아 원픽 : 겁니까편,2023-08-30,15.0,서비스,개인서비스,직업소개,잡코리아 유한책임회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846138H01_1_23-TH-08-758,15.02
7286,대원제약 콜대원 : 다짜고짜 지하철편,2023-08-30,15.0,제약및의료,감기약,종합감기약,대원제약(주),(주)덴츠엑스,덴츠맥거리보웬,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846088H01_1_23-TH-08-725,15.02
7287,기아 쏘렌토 런칭 캠페인_본편_휴식 15s,2023-08-30,15.0,수송기기,승용자동차,중형승용차,기아 주식회사,(유)이노레드,이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846072H01_1_23-TH-08-716,15.02
7288,아이비삼경 HiPP : 선택편,2023-08-30,15.0,식품,유제품,분유,아이비삼경 주식회사,(주)디디비코리아,(주) 더워터멜론TWC,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846162H01_1_23-TH-08-776,15.02
7289,부산정보산업진흥원 K ICT Week : 함께합니다편,2023-08-30,30.0,서비스,문화및공연,"전시, 박람회 및 학술회의",재단법인부산정보산업진흥원,한국언론진흥재단,애드맥스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846130H01_1_23-TH-08-755,30.03
7290,우주텍 르무통 : 딩고 추석편,2023-08-30,15.0,패션,신발류,캐주얼화,주식회사 우주텍,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846140H01_1_23-TH-08-763,15.02
7291,누가의료기 누가베스트 엔모션프로 : 시그니처 보상편,2023-08-30,30.0,제약및의료,의료기기,의료기기기타,(주)누가의료기,주식회사 아이디어스트림,아이디어스트림,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846092H01_1_23-TH-08-722,30.03
7292,잡코리아 원픽 : 때문이라고편,2023-08-30,15.0,서비스,개인서비스,직업소개,잡코리아 유한책임회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846139H01_1_23-TH-08-757,15.02
7293,현대자동차 아이오닉 : 쿨한 기다림 부산 엑스포편,2023-08-30,30.0,수송기기,승용자동차,친환경승용자동차,현대자동차(주),(유)이노레드,플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846096H01_1_23-TH-08-743,30.03
7294,중소기업은행 IBK기업은행 : 기업을 앞으로 운편,2023-08-30,30.0,"금융,보험및증권",금융및보험,은행,중소기업은행,한국언론진흥재단,키노플로우,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846095H01_1_23-TH-08-741,30.03
7295,현대자동차 아이오닉 : 주행 필수품 부산 엑스포편,2023-08-30,30.0,수송기기,승용자동차,친환경승용자동차,현대자동차(주),(유)이노레드,플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846094H01_1_23-TH-08-744,30.03
7296,세라젬 파우제M4 : 파우제대로편,2023-08-30,30.0,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/847697H01_1_23-TJ-09-071,15.02
7297,월드비전 정기후원 : 글로벌 6k편,2023-08-30,15.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846145H01_1_23-TH-08-765,15.02
7298,목촌돼지국밥 돼지국밥 전문음식점 : 부산역점 홍보,2023-08-30,30.0,서비스,음식및숙박,기타프랜차이즈점,목촌돼지국밥 부산역점,주식회사애드넷21,애드넷21,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846083H01_1_23-TH-08-729,30.03
7299,잡코리아 원픽 : 거부편,2023-08-30,15.0,서비스,개인서비스,직업소개,잡코리아 유한책임회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846257H01_1_23-TH-09-007,15.02
7300,우리이앤엘 하루틴 리포좀 멀티비타민 : 추석편,2023-08-30,15.0,식품,건강식품,건강식품제품종합,우리이앤엘 (주),TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846080H01_1_23-TH-08-734,15.02
7301,비에이치씨 BHC치킨 : 마법클 신메뉴 출시 프로모션편,2023-08-30,15.0,서비스,음식및숙박,기타프랜차이즈점,주식회사 비에이치씨,(주)한컴,한컴,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846124H01_1_23-TH-08-752,15.02
7302,기아 쏘렌토 : 런칭 캠페인 본편,2023-08-30,15.0,수송기기,승용자동차,중형승용차,기아 주식회사,(유)이노레드,이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846071H01_1_23-TH-08-715,15.02
7303,세라젬 세라젬V7 : 런칭편(추석프로모션),2023-08-30,30.0,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846126H01_1_23-TH-08-754,30.03
7305,장스푸드 60계치킨 : 크크크치킨편,2023-08-30,30.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/865286H01_1_24-TH-10-872,15.02
7306,장스푸드 60계치킨 : 크크크치킨편,2023-08-30,15.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/865286H01_1_24-TH-10-872,15.02
7308,장스푸드 60계치킨 : 크크크치킨편,2023-08-30,15.0,식품,축산품,치킨가공품,주식회사 장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/865286H01_1_24-TH-10-872,15.02
7311,바이어스도르프 코리아 유세린 컨센트레이트 세럼 : 1위인 이유편,2023-08-30,15.0,화장품및보건용품,여성기초화장품,여성기초화장품기타,바이어스도르프 코리아(유),(주)디디비코리아,디디비코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846090H01_1_23-TH-08-730,15.02
7312,봄소와광주점 마감재 무상업그레이드 : 참 잘 샀다편,2023-08-30,15.0,가정용품,가구류,가구류제품종합,봄소와광주점,(주)우일기획,(주)우일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846116H01_1_23-TH-08-745,15.02
7313,종근당건강 액티브 부스터샷 : 올인원편,2023-08-30,15.0,식품,건강식품,건강보조식품,종근당건강(주),주식회사 에이치에스애드,하트피플,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846098H01_1_23-TH-08-735,15.02
7314,세라젬 V7 : 좋은 삶의 시작편,2023-08-30,15.0,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846127H01_1_23-TH-08-753,15.02
7316,우주텍 르무통 : 산책편,2023-08-30,15.0,패션,신발류,캐주얼화,주식회사 우주텍,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846144H01_1_23-TH-08-760,15.02
7317,우주텍 르무통 : 미들편,2023-08-30,15.0,패션,신발류,캐주얼화,주식회사 우주텍,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846142H01_1_23-TH-08-761,15.02
7318,넷플릭스 : 너의시간속으로편,2023-08-29,15.0,서비스,문화및공연,문화및공연기타,넷플릭스서비시스코리아 유한회사,주식회사 에이치에스애드,비주얼인텔리전스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/845995H01_1_23-TH-08-658,15.02
7319,고흥미역다시마생산자연합회 고흥미역다시마 : 건강한 밥상편,2023-08-29,15.0,식품,수산품,건수산품,고흥미역다시마생산자연합회,(주)나라미디어,나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846060H01_1_23-TH-08-714,15.02
7321,"신영와코루 비너스 바이브 업 : 안 보여도, 예쁜 게 좋아편",2023-08-29,15.0,패션,내의류,남녀기초의류,(주)신영와코루,주식회사 에이치에스애드,주식회사 위피피,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/846009H01_1_23-TH-08-688,15.02
7322,동화약품 마그랩 : 답이 되는 마그네슘편,2023-08-29,15.0,식품,건강식품,건강보조식품,동화약품(주),(주)오버맨,스튜디오조커,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/845988H01_1_23-TH-08-661,15.02
7323,에프씨지코리아 와이드앵글 : 가을편,2023-08-29,30.0,패션,스포츠전문복,골프복,주식회사 에프씨지코리아,주식회사 에이치에스애드,버튼크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/845971H01_1_23-TH-08-653,30.03
