광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
어댑트 콜레올로지 신봉선다이어트성공세트 : 검색하세요 8월편,2024-07-24,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860784H01_1_24-TH-07-755,15.02
봄소와광주점 봄소와 : 잘 샀다 입주혼수특별전편,2024-07-24,15.0,가정용품,가구류,가구류제품종합,봄소와광주점,(주)우일기획,(주)우일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860819H01_1_24-TH-07-791,15.02
제주항공 : 제이가 있다 발리일본편,2024-07-24,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860754H01_1_24-TH-07-741,30.03
아쿠아플라넷 광교 : 키즈존편,2024-07-24,30.0,서비스,스포츠및오락시설,공원및테마파크,아쿠아플라넷주식회사,(주)크로스오버커뮤니케이션,부귀영화,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862596H01_1_24-TH-09-043,30.03
악사손해보험 AXA손해보험 : 나를 지켜주는 암보험편,2024-07-24,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",악사손해보험,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860779H01_1_24-HC-07-084,60.06
미래엔 : 클래스가 다르다편,2024-07-24,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041,30.03
코웨이 리클라이닝 안마베드 : 시작편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860813H01_1_24-TH-07-784,15.02
코웨이 리클라이닝 안마베드 : 안마의 마무리편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860803H01_1_24-TH-07-783,15.02
삼성전자 갤럭시 Z 폴드6 : 노트 어시스트편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860737H01_1_24-TH-07-717,15.02
오비맥주 카스 : 올림픽 승리의 소리편,2024-07-24,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860829H01_1_24-TX-07-067,15.02
어댑트 오브제 덱 커버로션 : 최고 버전편,2024-07-24,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),직접거래,(주)앨리스퀘어크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860759H01_1_24-TH-07-754,15.02
미래엔 : 클래스가 다르다편,2024-07-24,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041,30.03
케이비자산운용  KB자산운용 RISE ETF : 떠오르는 투자편,2024-07-24,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",케이비자산운용(주),주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860791H01_1_24-TH-07-786,15.02
오비맥주 카스 : 올림픽편,2024-07-24,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861295H01_1_24-TX-08-004,30.03
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059,30.03
하겐다즈 : 편의점 혜택편,2024-07-24,15.0,식품,아이스크림,아이스크림제품종합,한국하겐-다즈(주),미디어브랜즈코리아 주식회사,미디어브랜즈코리아 주식회사,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860778H01_1_24-TX-07-061,15.02
서울특별시의사회  : 돌아가고 싶습니다편,2024-07-24,15.0,관공서및단체,단체,민간단체,서울시의사회,(주)스파이럴미디어,(주)포스트매드맨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860821H01_1_24-TH-07-787,15.02
한국토요타자동차 렉서스 LM : 런칭편,2024-07-24,30.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠크리에이티브코리아,덴츠맥거리보웬,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049,15.02
삼성전자 노트 어시스트 : 바꿔보상편,2024-07-24,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861347H01_1_24-TH-08-077,30.03
오비맥주 카스 : 올림픽 시즌 메달존편,2024-07-24,30.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860828H01_1_24-TX-07-065,30.03
유엔난민기구 정기후원 : 우크라이나 난민구호편,2024-07-24,60.0,관공서및단체,단체,민간단체,(주)연합뉴스티브이,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860843H01_1_24-HC-07-086,60.06
농협은행 NH올원뱅크 : 금융상품몰편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861327H01_1_24-TH-08-057,30.03
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059,30.03
케이티 KT 로밍 : 함께 쓰는 로밍편,2024-07-24,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861102H01_1_24-TH-07-985,30.03
롯데칠성음료 레몬진 : 여름편,2024-07-24,15.0,음료및기호식품,알콜음료,알콜음료기타,롯데칠성음료(주)주류비지,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860788H01_1_24-TX-07-062,15.02
서울특별시의사회 PR : 무릎편,2024-07-24,15.0,관공서및단체,단체,민간단체,서울시의사회,(주)스파이럴미디어,(주)포스트매드맨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860822H01_1_24-TH-07-788,15.02
케이씨씨건설 SWItZEN : 한 끼 정도는 함께 하는 사이가 식구입니다편,2024-07-24,60.0,그룹및기업광고,기타광고,기타기업PR,(주)케이씨씨건설,(주)이노션,주식회사 이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860745H01_1_24-TH-07-724,60.06
코웨이 리클라이닝 안마베드 : 국내 최초편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860792H01_1_24-TH-07-785,15.02
에스케이텔레콤 : SKT 갤럭시 폴더블6 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860713H01_1_24-TH-07-702,60.06
에스케이텔레콤 SKT 갤럭시 폴더블6 : 육대급혜택편,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860714H01_1_24-TH-07-701,60.06
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급혜택편,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860712H01_1_24-TH-07-703,30.03
엑시옴 참피온 탁구대 : 50주년 기념편,2024-07-23,15.0,가정용품,"취미,레저용품","취미,레저용품제품종합",(주)엑시옴(XIOM),직접거래,(주)엑시옴(XIOM),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860725H01_1_24-TH-07-716,15.02
하나은행 외환 : 손흥민 하나뿐인 내편,2024-07-23,15.0,"금융,보험및증권",금융및보험,은행,주식회사하나은행,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860668H01_1_24-TH-07-663,15.02
종근당 : 성인 비타민 벤포벨S 카페편,2024-07-23,15.0,제약및의료,대사성의약,성인종합영양제,(주)종근당,(주)벨커뮤니케이션즈,(주)벨커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860717H01_1_24-TH-07-711,15.02
명인제약 : 이가탄 세대편 수정2,2024-07-23,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709,15.02
월트디즈니 : 데드풀과 울버린 절찬 상영중,2024-07-23,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860894H01_1_24-TX-07-071,15.02
명인제약 : 이가탄 엔딩 멘트 수정,2024-07-23,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제제품종합",명인제약,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860706H01_1_24-HC-07-081,15.02
오비맥주 : 카스 올림픽 시즌 메달존,2024-07-23,30.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,주식회사 온보드그룹,로켓샐러드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861295H01_1_24-TX-08-004,30.03
더매직스타 : 전국 투어 콘서트 매직쇼,2024-07-23,15.0,서비스,문화및공연,공연,주식회사라엘바이오네추럴캐나다,주식회사 애플몬스터,라블랑쉬,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860692H01_1_24-TH-07-686,15.02
FM기획 : 전남 영광 가마미해수욕장 썸머페스티벌,2024-07-23,20.0,서비스,서비스기타,서비스기타,FM기획,(주)나라미디어,(주)나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860667H01_1_24-TH-07-664,20.02
악사손해보험 : 전화번호 안내,2024-07-23,15.0,"금융,보험및증권",금융및보험,손해보험,악사손해보험(주),TBWA KOREA(주),TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860719H01_1_24-TH-07-712,15.02
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급혜택편,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860712H01_1_24-TH-07-703,30.03
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급혜택편,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860712H01_1_24-TH-07-703,30.03
인터브랜드 라이나 브랜딩 : 지하철 편,2024-07-23,15.0,"금융,보험및증권",금융및보험,금융및보험제품종합,인터브랜드(주),(주)나스미디어,브라보,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861538H01_1_24-TH-08-221,15.02
엑시옴 지킬앤하이드 C55.0 : 2 IN 1편,2024-07-23,15.0,가정용품,"취미,레저용품","취미,레저용품제품종합",(주)엑시옴(XIOM),직접거래,(주)엑시옴(XIOM),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860702H01_1_24-TH-07-699,15.02
헤일리온코리아 센트룸 구미 : 맛있게 챙기자편,2024-07-23,15.0,식품,건강식품,건강식품기타,헤일리온코리아주식회사,레오버넷(주),(주)휘닉스커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861192H01_1_24-TJ-07-069,15.02
인터브랜드 라이나 브랜딩 : 횡단보도 편,2024-07-23,15.0,"금융,보험및증권",금융및보험,금융및보험제품종합,인터브랜드(주),(주)나스미디어,브라보,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861538H01_1_24-TH-08-221,15.02
롯데컬처웍스 상영안내 : 파일럿편,2024-07-23,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860690H01_1_24-TH-07-682,15.02
종근당 벤포벨S : 길편,2024-07-23,15.0,제약및의료,대사성의약,성인종합영양제,(주)종근당,(주)벨커뮤니케이션즈,(주)벨커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860716H01_1_24-TH-07-710,15.02
에스케이텔레콤 : SKT 갤럭시 Z Flip6 30초,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860708H01_1_24-TH-07-704,30.03
에스케이텔레콤 : SKT 갤럭시 폴더블6 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860713H01_1_24-TH-07-702,60.06
농협은행 : NH농협카드 zgm,2024-07-23,15.0,"금융,보험및증권",금융및보험,신용카드,농협은행주식회사,(주)딥다이브컴퍼니,(주)딥다이브컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860679H01_1_24-TH-07-679,15.02
한국토요타자동차 : 렉서스 LM 런칭,2024-07-23,15.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠엑스,덴츠맥거리보웬,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049,15.02
에스케이텔레콤 :  갤럭시 Z 폴더블6 육대급 혜택 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860710H01_1_24-TH-07-705,60.06
초이락컨텐츠컴퍼니 헬로카봇 삼총사 : 해결하자 극장편,2024-07-22,20.0,가정용품,완구류,완구류제품종합,주식회사초이락컨텐츠컴퍼니,메가존(주),초이락컨텐츠컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860625H01_1_24-TH-07-635,20.02
청주팜(주)강서점 청주팜 : 드립니다 행사편,2024-07-22,20.0,유통,대형유통,농수축산물테마점,농헙회사법인청주팜(주)강서점,(주)믿음컴퍼니,(주)믿음컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860612H01_1_24-TH-07-617,20.02
Airbnb : 다른 방편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타,Airbnb,그룹엠코리아 주식회사,TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860615H01_1_24-TH-07-624,30.03
삼성전자 갤럭시Z폴더블6 : 와우 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861344H01_1_24-TH-08-081,30.03
삼성전자 갤럭시Z폴더블6 : 도전해볼께요 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862711H01_1_24-TH-09-126,30.03
월트디즈니컴퍼니코리아 데드풀과 울버린 : 대개봉편,2024-07-22,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860657H01_1_24-TX-07-051,15.02
Airbnb : 평화로운 시간편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타,Airbnb,그룹엠코리아 주식회사,TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860627H01_1_24-TH-07-623,30.03
아쿠아플라넷 광교 : 즐거움편,2024-07-22,30.0,서비스,스포츠및오락시설,공원및테마파크,아쿠아플라넷주식회사,(주)크로스오버커뮤니케이션,부귀영화,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860658H01_1_24-TH-07-658,30.03
미래엔 : 클래스가 다르다편,2024-07-22,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041,30.03
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-22,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662,15.02
미래엔 : 클래스가 다르다편,2024-07-22,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041,30.03
"장성힐링파크 보성 비봉공룡공원 : 야외물놀이장, 글램핑장편",2024-07-22,20.0,서비스,스포츠및오락시설,스포츠및오락시설기타,농업회사법인장성힐링파크주식회사,(주)나라미디어,(주)나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860621H01_1_24-TH-07-629,20.02
"어댑트 푸드올로지 : 택연, 이벤트편",2024-07-22,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860640H01_1_24-TH-07-642,15.02
에어비앤비 : Bedtime편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타,Airbnb,그룹엠코리아 주식회사,TBWA KOREA(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860617H01_1_24-TH-07-625,30.03
월트디즈니 데드풀과 울버린 : 7월 대개봉편,2024-07-22,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860657H01_1_24-TX-07-051,15.02
한국수력원자력 한수원 기업PR : 새로운 에너지 세상을 만들다편,2024-07-22,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,한국수력원자력(주),한국언론진흥재단,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862906H01_1_24-TH-09-256,30.03
삼성전자 갤럭시 Z 폴더블6 : 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862711H01_1_24-TH-09-126,30.03
호텔스컴바인드코리아 호텔스컴바인 : 여름편,2024-07-22,15.0,서비스,음식및숙박,음식및숙박기타,호텔스컴바인드코리아,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860614H01_1_24-TH-07-637,15.02
경기도교육청 경기공유학교 홍보 : 우리의 길은 하나가 아니야편,2024-07-22,15.0,관공서및단체,중앙및지방관공서,지방자치단체,경기도교육청,한국언론진흥재단,주식회사 메이크어스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860660H01_1_24-TH-07-659,15.02
한국토요타자동차 렉서스 LM : 런칭편,2024-07-22,15.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠크리에이티브코리아,덴츠맥거리보웬,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049,15.02
영광군 2024 가마미해수욕장 썸머페스티벌 : 행사안내편,2024-07-22,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,영광군,(주)나라미디어,(주)나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860618H01_1_24-TH-07-626,20.02
씨제이제일제당 백설 덮밥소스: 세계를 요리하는 남자편,2024-07-22,30.0,식품,대용식품,레토르트,씨제이제일제당(주),(주)에스엠컬처앤콘텐츠 광고사업부문,주식회사 다이나믹콩콩픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860622H01_1_24-TH-07-634,30.03
삼성전자 : Galaxy Brand 60초,2024-07-19,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860561H01_1_24-TH-07-579,60.06
이지예우리옷 : 한복 맞춤 대여,2024-07-19,20.0,패션,정장의류,정장의류기타,이지예우리옷,(주)나라미디어,(주)나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860572H01_1_24-TH-07-599,20.02
하나은행 : 외환 2024 손흥민편 15초,2024-07-19,15.0,"금융,보험및증권",금융및보험,은행,주식회사하나은행,크리에이티브멋,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860577H01_1_24-TH-07-603,15.02
헨켈홈케어코리아 : 퍼실 디스크 세탁세제,2024-07-19,15.0,화장품및보건용품,세제류,세탁세제,헨켈홈케어코리아유한회사,TBWA KOREA(주),슈퍼마켓크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860565H01_1_24-TH-07-604,15.02
한국호야렌즈 : 호야 마이오스마트 근시진행억제 안경렌즈,2024-07-19,15.0,제약및의료,의료기기,의료기기기타,한국호야렌즈(주),그룹엠코리아 주식회사,DAMDA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860554H01_1_24-TH-07-586,15.02
삼성전자 : 갤럭시 z 스마트폰 보상판매,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860559H01_1_24-TH-07-578,30.03
마인드마크 : 영화 빅토리 개봉,2024-07-19,15.0,서비스,문화및공연,영화,주식회사마인드마크,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861457H01_1_24-TH-08-153,15.02
진주시청 :  2024 국가유산 미디어아트 진주성,2024-07-19,15.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,진주시청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860590H01_1_24-HC-07-076,15.02
전라남도청 : 2024-2026 전남세계관광문화대전,2024-07-19,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,전라남도청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860564H01_1_24-HC-07-072,20.02
넷플릭스 : 영화 크로스,2024-07-19,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아유한회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860558H01_1_24-TH-07-582,15.02
서울항공여행사 :  무안 국제공항 출발 중국 황산 연태 여행,2024-07-19,40.0,서비스,여행,여행알선,(주)서울항공,(주)우일기획,(주)우일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860594H01_1_24-TH-07-608,40.04
하나은행 : 외환 2024 손흥민편 36초,2024-07-19,36.0,"금융,보험및증권",금융및보험,은행,주식회사하나은행,크리에이티브멋,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860566H01_1_24-TH-07-602,36.04
보건복지부 : 저출산 공익광고 아이와 함께 감탄생활편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)레인보우커뮤니케이션,더블유프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860576H01_1_24-TH-07-596,30.03
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 아빠편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860562H01_1_24-HC-07-074,30.03
삼성전자 Flexcam : 막 찍어도 인생사진편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860553H01_1_24-TH-07-577,30.03
링티 링티 : 도심편,2024-07-19,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861737H01_1_24-TH-08-370,15.02
한국수력원자력 기업PR : 새로운 에너지 세상을 만들다편,2024-07-19,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,한국수력원자력(주),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862906H01_1_24-TH-09-256,30.03
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580,30.03
피지오클래스  운동컨텐츠 : 운동이 답이야편,2024-07-19,20.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,피지오클래스,직거래,주식회사 피지오,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860607H01_1_24-TH-07-615,20.02
진주시청 진주문화유산야행 :  2024년편,2024-07-19,15.0,관공서및단체,중앙및지방관공서,지방자치단체,진주시청,(주)연합뉴스티브이,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860591H01_1_24-HC-07-075,15.02
스퀴즈맥주 세츠 애플사이더 : 너만의 크리에이티비티로편,2024-07-19,15.0,음료및기호식품,알콜음료,알콜음료기타,(주)스퀴즈맥주,(주)스프링앤플라워,(주)스프링앤플라워,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860589H01_1_24-TX-07-046,15.02
한국폴리텍대학 수시 신입생 모집 : 전북캠퍼스편,2024-07-19,20.0,교육및복지후생,교육기관,대학대학원,한국폴리텍대학전북캠퍼스,(주)씨엔에이플러스,(주)씨엔에이플러스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860608H01_1_24-TH-07-616,20.02
